log_id,request_id,completion_date,cost,created_at,updated_at,deleted_at,description,charged_to
297,306,2022-01-23,6184.10,2022-01-23 00:00:00,2022-01-23 00:00:00,,,owner
298,307,2022-01-16,3318.36,2022-01-16 00:00:00,2022-01-16 00:00:00,,,owner
299,308,2022-01-13,3635.26,2022-01-13 00:00:00,2022-01-13 00:00:00,,,owner
300,309,2022-01-18,1967.90,2022-01-18 00:00:00,2022-01-18 00:00:00,,,owner
301,310,2022-01-09,2954.60,2022-01-09 00:00:00,2022-01-09 00:00:00,,,owner
302,311,2022-01-31,646.75,2022-01-31 00:00:00,2022-01-31 00:00:00,,,owner
303,312,2022-01-16,3768.96,2022-01-16 00:00:00,2022-01-16 00:00:00,,,owner
304,313,2022-01-20,7161.54,2022-01-20 00:00:00,2022-01-20 00:00:00,,,owner
305,314,2022-01-03,4588.62,2022-01-03 00:00:00,2022-01-03 00:00:00,,,owner
306,315,2022-01-29,3376.63,2022-01-29 00:00:00,2022-01-29 00:00:00,,,owner
307,316,2022-01-28,4989.46,2022-01-28 00:00:00,2022-01-28 00:00:00,,,owner
308,317,2022-01-21,915.00,2022-01-21 00:00:00,2022-01-21 00:00:00,,,owner
309,318,2022-01-16,2669.33,2022-01-16 00:00:00,2022-01-16 00:00:00,,,owner
310,319,2022-01-27,849.06,2022-01-27 00:00:00,2022-01-27 00:00:00,,,owner
311,320,2022-01-16,4030.41,2022-01-16 00:00:00,2022-01-16 00:00:00,,,owner
312,321,2022-03-03,3239.33,2022-03-03 00:00:00,2022-03-03 00:00:00,,,owner
313,322,2022-02-06,11640.40,2022-02-06 00:00:00,2022-02-06 00:00:00,,,owner
314,323,2022-02-25,8375.20,2022-02-25 00:00:00,2022-02-25 00:00:00,,,owner
315,324,2022-02-26,6398.24,2022-02-26 00:00:00,2022-02-26 00:00:00,,,owner
316,325,2022-02-14,5616.64,2022-02-14 00:00:00,2022-02-14 00:00:00,,,owner
317,326,2022-02-11,2749.74,2022-02-11 00:00:00,2022-02-11 00:00:00,,,owner
318,327,2022-02-26,3925.14,2022-02-26 00:00:00,2022-02-26 00:00:00,,,owner
319,328,2022-02-28,2492.58,2022-02-28 00:00:00,2022-02-28 00:00:00,,,owner
320,329,2022-02-26,1565.02,2022-02-26 00:00:00,2022-02-26 00:00:00,,,owner
321,330,2022-02-21,1450.52,2022-02-21 00:00:00,2022-02-21 00:00:00,,,owner
322,331,2022-02-04,10770.56,2022-02-04 00:00:00,2022-02-04 00:00:00,,,owner
323,332,2022-02-16,2750.68,2022-02-16 00:00:00,2022-02-16 00:00:00,,,owner
324,333,2022-02-17,2395.75,2022-02-17 00:00:00,2022-02-17 00:00:00,,,owner
325,334,2022-02-22,8497.38,2022-02-22 00:00:00,2022-02-22 00:00:00,,,owner
326,335,2022-02-15,4280.61,2022-02-15 00:00:00,2022-02-15 00:00:00,,,owner
327,336,2022-02-23,6482.72,2022-02-23 00:00:00,2022-02-23 00:00:00,,,owner
328,337,2022-02-19,4760.45,2022-02-19 00:00:00,2022-02-19 00:00:00,,,owner
329,338,2022-02-23,6441.47,2022-02-23 00:00:00,2022-02-23 00:00:00,,,owner
330,339,2022-02-15,2655.98,2022-02-15 00:00:00,2022-02-15 00:00:00,,,owner
331,340,2022-02-11,1591.00,2022-02-11 00:00:00,2022-02-11 00:00:00,,,owner
332,341,2022-02-07,4553.05,2022-02-07 00:00:00,2022-02-07 00:00:00,,,owner
333,342,2022-02-09,1184.75,2022-02-09 00:00:00,2022-02-09 00:00:00,,,owner
334,343,2022-02-11,6014.93,2022-02-11 00:00:00,2022-02-11 00:00:00,,,owner
335,344,2022-02-02,2950.20,2022-02-02 00:00:00,2022-02-02 00:00:00,,,owner
336,345,2022-02-15,2536.16,2022-02-15 00:00:00,2022-02-15 00:00:00,,,owner
337,346,2022-02-26,3936.92,2022-02-26 00:00:00,2022-02-26 00:00:00,,,owner
338,347,2022-03-03,3319.51,2022-03-03 00:00:00,2022-03-03 00:00:00,,,owner
339,348,2022-02-14,6356.18,2022-02-14 00:00:00,2022-02-14 00:00:00,,,owner
340,349,2022-02-07,5329.90,2022-02-07 00:00:00,2022-02-07 00:00:00,,,owner
341,350,2022-02-24,964.66,2022-02-24 00:00:00,2022-02-24 00:00:00,,,owner
342,351,2022-02-15,3984.67,2022-02-15 00:00:00,2022-02-15 00:00:00,,,owner
343,352,2022-02-14,2751.41,2022-02-14 00:00:00,2022-02-14 00:00:00,,,owner
344,353,2022-02-18,2992.20,2022-02-18 00:00:00,2022-02-18 00:00:00,,,owner
345,354,2022-02-15,4376.46,2022-02-15 00:00:00,2022-02-15 00:00:00,,,owner
346,355,2022-04-01,8596.18,2022-04-01 00:00:00,2022-04-01 00:00:00,,,owner
347,356,2022-03-14,1507.81,2022-03-14 00:00:00,2022-03-14 00:00:00,,,owner
348,357,2022-03-11,1686.19,2022-03-11 00:00:00,2022-03-11 00:00:00,,,owner
349,358,2022-03-07,4371.07,2022-03-07 00:00:00,2022-03-07 00:00:00,,,owner
350,359,2022-04-05,3687.33,2022-04-05 00:00:00,2022-04-05 00:00:00,,,owner
351,360,2022-03-10,2501.07,2022-03-10 00:00:00,2022-03-10 00:00:00,,,owner
352,361,2022-03-28,4368.05,2022-03-28 00:00:00,2022-03-28 00:00:00,,,owner
353,362,2022-03-31,2512.39,2022-03-31 00:00:00,2022-03-31 00:00:00,,,owner
354,363,2022-03-10,2778.17,2022-03-10 00:00:00,2022-03-10 00:00:00,,,owner
355,364,2022-03-22,2062.32,2022-03-22 00:00:00,2022-03-22 00:00:00,,,owner
356,365,2022-03-13,4633.11,2022-03-13 00:00:00,2022-03-13 00:00:00,,,owner
357,366,2022-03-27,1341.78,2022-03-27 00:00:00,2022-03-27 00:00:00,,,owner
358,367,2022-03-10,1526.54,2022-03-10 00:00:00,2022-03-10 00:00:00,,,owner
359,368,2022-03-22,1541.28,2022-03-22 00:00:00,2022-03-22 00:00:00,,,owner
360,369,2022-04-03,7206.74,2022-04-03 00:00:00,2022-04-03 00:00:00,,,owner
361,370,2022-03-21,6539.92,2022-03-21 00:00:00,2022-03-21 00:00:00,,,owner
362,371,2022-03-28,3258.97,2022-03-28 00:00:00,2022-03-28 00:00:00,,,owner
363,372,2022-04-03,8709.70,2022-04-03 00:00:00,2022-04-03 00:00:00,,,owner
364,373,2022-03-30,8890.57,2022-03-30 00:00:00,2022-03-30 00:00:00,,,owner
365,374,2022-03-08,2121.32,2022-03-08 00:00:00,2022-03-08 00:00:00,,,owner
366,375,2022-03-11,5579.33,2022-03-11 00:00:00,2022-03-11 00:00:00,,,owner
367,376,2022-03-27,4463.61,2022-03-27 00:00:00,2022-03-27 00:00:00,,,owner
368,377,2022-03-30,2614.10,2022-03-30 00:00:00,2022-03-30 00:00:00,,,owner
369,378,2022-03-26,2125.57,2022-03-26 00:00:00,2022-03-26 00:00:00,,,owner
370,379,2022-03-13,6406.29,2022-03-13 00:00:00,2022-03-13 00:00:00,,,owner
371,380,2022-03-16,2894.09,2022-03-16 00:00:00,2022-03-16 00:00:00,,,owner
372,381,2022-03-09,7974.36,2022-03-09 00:00:00,2022-03-09 00:00:00,,,owner
373,382,2022-04-19,8004.41,2022-04-19 00:00:00,2022-04-19 00:00:00,,,owner
374,383,2022-03-17,8416.31,2022-03-17 00:00:00,2022-03-17 00:00:00,,,owner
375,384,2022-03-03,2317.05,2022-03-03 00:00:00,2022-03-03 00:00:00,,,owner
376,385,2022-03-31,907.56,2022-03-31 00:00:00,2022-03-31 00:00:00,,,owner
377,386,2022-03-28,3536.56,2022-03-28 00:00:00,2022-03-28 00:00:00,,,owner
378,387,2022-04-09,4330.16,2022-04-09 00:00:00,2022-04-09 00:00:00,,,owner
379,388,2022-04-29,4603.17,2022-04-29 00:00:00,2022-04-29 00:00:00,,,owner
380,389,2022-05-11,3829.65,2022-05-11 00:00:00,2022-05-11 00:00:00,,,owner
381,390,2022-04-13,6273.20,2022-04-13 00:00:00,2022-04-13 00:00:00,,,owner
382,391,2022-04-26,2131.85,2022-04-26 00:00:00,2022-04-26 00:00:00,,,owner
383,392,2022-04-17,2780.11,2022-04-17 00:00:00,2022-04-17 00:00:00,,,owner
384,393,2022-05-02,5358.83,2022-05-02 00:00:00,2022-05-02 00:00:00,,,owner
385,394,2022-04-30,5526.64,2022-04-30 00:00:00,2022-04-30 00:00:00,,,owner
386,395,2022-04-21,5246.41,2022-04-21 00:00:00,2022-04-21 00:00:00,,,owner
387,396,2022-04-23,4147.30,2022-04-23 00:00:00,2022-04-23 00:00:00,,,owner
388,397,2022-04-12,2216.51,2022-04-12 00:00:00,2022-04-12 00:00:00,,,owner
389,398,2022-04-27,5804.66,2022-04-27 00:00:00,2022-04-27 00:00:00,,,owner
390,399,2022-04-17,6765.93,2022-04-17 00:00:00,2022-04-17 00:00:00,,,owner
391,400,2022-04-28,533.58,2022-04-28 00:00:00,2022-04-28 00:00:00,,,owner
392,401,2022-04-20,6746.81,2022-04-20 00:00:00,2022-04-20 00:00:00,,,owner
393,402,2022-04-29,1407.12,2022-04-29 00:00:00,2022-04-29 00:00:00,,,owner
394,403,2022-05-02,6734.26,2022-05-02 00:00:00,2022-05-02 00:00:00,,,owner
395,404,2022-04-21,2988.58,2022-04-21 00:00:00,2022-04-21 00:00:00,,,owner
396,405,2022-04-29,4602.94,2022-04-29 00:00:00,2022-04-29 00:00:00,,,owner
397,406,2022-05-05,5993.51,2022-05-05 00:00:00,2022-05-05 00:00:00,,,owner
398,407,2022-04-05,2191.05,2022-04-05 00:00:00,2022-04-05 00:00:00,,,owner
399,408,2022-05-01,1003.44,2022-05-01 00:00:00,2022-05-01 00:00:00,,,owner
400,409,2022-04-19,1926.40,2022-04-19 00:00:00,2022-04-19 00:00:00,,,owner
401,410,2022-04-23,767.71,2022-04-23 00:00:00,2022-04-23 00:00:00,,,owner
402,411,2022-04-14,4646.47,2022-04-14 00:00:00,2022-04-14 00:00:00,,,owner
403,412,2022-04-02,1977.04,2022-04-02 00:00:00,2022-04-02 00:00:00,,,owner
404,413,2022-04-06,7724.48,2022-04-06 00:00:00,2022-04-06 00:00:00,,,owner
405,414,2022-05-27,1621.78,2022-05-27 00:00:00,2022-05-27 00:00:00,,,owner
406,415,2022-05-10,2454.04,2022-05-10 00:00:00,2022-05-10 00:00:00,,,owner
407,416,2022-05-26,4038.29,2022-05-26 00:00:00,2022-05-26 00:00:00,,,owner
408,417,2022-05-27,2171.47,2022-05-27 00:00:00,2022-05-27 00:00:00,,,owner
409,418,2022-05-12,4269.92,2022-05-12 00:00:00,2022-05-12 00:00:00,,,owner
410,419,2022-05-22,7192.42,2022-05-22 00:00:00,2022-05-22 00:00:00,,,owner
411,420,2022-05-09,2149.47,2022-05-09 00:00:00,2022-05-09 00:00:00,,,owner
412,421,2022-05-15,3652.92,2022-05-15 00:00:00,2022-05-15 00:00:00,,,owner
413,422,2022-05-15,2353.46,2022-05-15 00:00:00,2022-05-15 00:00:00,,,owner
414,423,2022-05-18,2761.17,2022-05-18 00:00:00,2022-05-18 00:00:00,,,owner
415,424,2022-05-09,3628.51,2022-05-09 00:00:00,2022-05-09 00:00:00,,,owner
416,425,2022-05-17,4814.48,2022-05-17 00:00:00,2022-05-17 00:00:00,,,owner
417,426,2022-05-26,5747.25,2022-05-26 00:00:00,2022-05-26 00:00:00,,,owner
418,427,2022-05-10,1990.96,2022-05-10 00:00:00,2022-05-10 00:00:00,,,owner
419,428,2022-05-19,5521.72,2022-05-19 00:00:00,2022-05-19 00:00:00,,,owner
420,429,2022-05-05,5087.77,2022-05-05 00:00:00,2022-05-05 00:00:00,,,owner
421,431,2022-05-15,1163.22,2022-05-15 00:00:00,2022-05-15 00:00:00,,,owner
422,432,2022-05-15,3161.11,2022-05-15 00:00:00,2022-05-15 00:00:00,,,owner
423,433,2022-05-23,3617.80,2022-05-23 00:00:00,2022-05-23 00:00:00,,,owner
424,434,2022-05-15,2200.84,2022-05-15 00:00:00,2022-05-15 00:00:00,,,owner
425,435,2022-05-12,2111.95,2022-05-12 00:00:00,2022-05-12 00:00:00,,,owner
426,436,2022-05-28,2766.96,2022-05-28 00:00:00,2022-05-28 00:00:00,,,owner
427,437,2022-05-19,9090.77,2022-05-19 00:00:00,2022-05-19 00:00:00,,,owner
428,438,2022-05-23,3660.56,2022-05-23 00:00:00,2022-05-23 00:00:00,,,owner
429,439,2022-05-26,7356.17,2022-05-26 00:00:00,2022-05-26 00:00:00,,,owner
430,440,2022-05-15,5977.82,2022-05-15 00:00:00,2022-05-15 00:00:00,,,owner
431,441,2022-05-26,6056.50,2022-05-26 00:00:00,2022-05-26 00:00:00,,,owner
432,442,2022-05-31,963.02,2022-05-31 00:00:00,2022-05-31 00:00:00,,,owner
433,443,2022-06-03,6520.88,2022-06-03 00:00:00,2022-06-03 00:00:00,,,owner
434,444,2022-05-05,3203.40,2022-05-05 00:00:00,2022-05-05 00:00:00,,,owner
435,445,2022-06-24,4806.50,2022-06-24 00:00:00,2022-06-24 00:00:00,,,owner
436,446,2022-06-29,5983.12,2022-06-29 00:00:00,2022-06-29 00:00:00,,,owner
437,447,2022-06-29,3349.49,2022-06-29 00:00:00,2022-06-29 00:00:00,,,owner
438,448,2022-06-13,10243.83,2022-06-13 00:00:00,2022-06-13 00:00:00,,,owner
439,449,2022-06-15,4330.48,2022-06-15 00:00:00,2022-06-15 00:00:00,,,owner
440,450,2022-06-11,9865.86,2022-06-11 00:00:00,2022-06-11 00:00:00,,,owner
441,451,2022-06-05,3056.30,2022-06-05 00:00:00,2022-06-05 00:00:00,,,owner
442,452,2022-06-19,1139.26,2022-06-19 00:00:00,2022-06-19 00:00:00,,,owner
443,453,2022-06-19,1873.20,2022-06-19 00:00:00,2022-06-19 00:00:00,,,owner
444,454,2022-06-29,2203.05,2022-06-29 00:00:00,2022-06-29 00:00:00,,,owner
445,455,2022-06-19,7924.62,2022-06-19 00:00:00,2022-06-19 00:00:00,,,owner
446,456,2022-06-27,1239.11,2022-06-27 00:00:00,2022-06-27 00:00:00,,,owner
447,457,2022-06-26,8007.59,2022-06-26 00:00:00,2022-06-26 00:00:00,,,owner
448,458,2022-06-19,2148.20,2022-06-19 00:00:00,2022-06-19 00:00:00,,,owner
449,459,2022-06-24,6030.08,2022-06-24 00:00:00,2022-06-24 00:00:00,,,owner
450,460,2022-06-23,1959.45,2022-06-23 00:00:00,2022-06-23 00:00:00,,,owner
451,461,2022-06-20,8916.97,2022-06-20 00:00:00,2022-06-20 00:00:00,,,owner
452,462,2022-06-03,1941.18,2022-06-03 00:00:00,2022-06-03 00:00:00,,,owner
453,463,2022-06-15,4104.98,2022-06-15 00:00:00,2022-06-15 00:00:00,,,owner
454,464,2022-06-20,6625.62,2022-06-20 00:00:00,2022-06-20 00:00:00,,,owner
455,465,2022-06-11,6308.14,2022-06-11 00:00:00,2022-06-11 00:00:00,,,owner
456,466,2022-06-13,9884.70,2022-06-13 00:00:00,2022-06-13 00:00:00,,,owner
457,467,2022-06-15,3261.56,2022-06-15 00:00:00,2022-06-15 00:00:00,,,owner
458,468,2022-06-19,6342.64,2022-06-19 00:00:00,2022-06-19 00:00:00,,,owner
459,469,2022-07-22,8732.10,2022-07-22 00:00:00,2022-07-22 00:00:00,,,owner
460,470,2022-07-04,3516.65,2022-07-04 00:00:00,2022-07-04 00:00:00,,,owner
461,471,2022-07-26,2686.69,2022-07-26 00:00:00,2022-07-26 00:00:00,,,owner
462,472,2022-08-01,6666.06,2022-08-01 00:00:00,2022-08-01 00:00:00,,,owner
463,473,2022-07-26,11456.64,2022-07-26 00:00:00,2022-07-26 00:00:00,,,owner
464,474,2022-08-04,4311.79,2022-08-04 00:00:00,2022-08-04 00:00:00,,,owner
465,475,2022-07-22,3829.12,2022-07-22 00:00:00,2022-07-22 00:00:00,,,owner
466,476,2022-07-25,5543.71,2022-07-25 00:00:00,2022-07-25 00:00:00,,,owner
467,477,2022-07-21,3683.98,2022-07-21 00:00:00,2022-07-21 00:00:00,,,owner
468,478,2022-07-22,2510.75,2022-07-22 00:00:00,2022-07-22 00:00:00,,,owner
469,479,2022-07-15,1325.06,2022-07-15 00:00:00,2022-07-15 00:00:00,,,owner
470,480,2022-07-27,3505.95,2022-07-27 00:00:00,2022-07-27 00:00:00,,,owner
471,481,2022-08-01,1099.68,2022-08-01 00:00:00,2022-08-01 00:00:00,,,owner
472,482,2022-07-12,6298.19,2022-07-12 00:00:00,2022-07-12 00:00:00,,,owner
473,483,2022-07-21,2898.84,2022-07-21 00:00:00,2022-07-21 00:00:00,,,owner
474,484,2022-07-06,2788.62,2022-07-06 00:00:00,2022-07-06 00:00:00,,,owner
475,485,2022-07-30,4082.06,2022-07-30 00:00:00,2022-07-30 00:00:00,,,owner
476,486,2022-07-06,1140.13,2022-07-06 00:00:00,2022-07-06 00:00:00,,,owner
477,487,2022-07-17,1885.94,2022-07-17 00:00:00,2022-07-17 00:00:00,,,owner
478,488,2022-07-18,5159.82,2022-07-18 00:00:00,2022-07-18 00:00:00,,,owner
479,489,2022-07-04,1651.14,2022-07-04 00:00:00,2022-07-04 00:00:00,,,owner
480,490,2022-07-25,5672.57,2022-07-25 00:00:00,2022-07-25 00:00:00,,,owner
481,491,2022-07-10,9441.92,2022-07-10 00:00:00,2022-07-10 00:00:00,,,owner
482,492,2022-07-31,3825.95,2022-07-31 00:00:00,2022-07-31 00:00:00,,,owner
483,493,2022-07-26,3560.55,2022-07-26 00:00:00,2022-07-26 00:00:00,,,owner
484,494,2022-07-19,4619.58,2022-07-19 00:00:00,2022-07-19 00:00:00,,,owner
485,495,2022-08-07,6184.05,2022-08-07 00:00:00,2022-08-07 00:00:00,,,owner
486,496,2022-08-25,3083.19,2022-08-25 00:00:00,2022-08-25 00:00:00,,,owner
487,497,2022-08-19,6811.99,2022-08-19 00:00:00,2022-08-19 00:00:00,,,owner
488,498,2022-08-06,8401.28,2022-08-06 00:00:00,2022-08-06 00:00:00,,,owner
489,499,2022-08-25,6057.92,2022-08-25 00:00:00,2022-08-25 00:00:00,,,owner
490,500,2022-08-23,2472.51,2022-08-23 00:00:00,2022-08-23 00:00:00,,,owner
491,501,2022-08-25,3560.54,2022-08-25 00:00:00,2022-08-25 00:00:00,,,owner
492,502,2022-08-26,580.91,2022-08-26 00:00:00,2022-08-26 00:00:00,,,owner
493,503,2022-08-05,3021.91,2022-08-05 00:00:00,2022-08-05 00:00:00,,,owner
494,504,2022-08-23,3015.77,2022-08-23 00:00:00,2022-08-23 00:00:00,,,owner
495,505,2022-08-13,3564.88,2022-08-13 00:00:00,2022-08-13 00:00:00,,,owner
496,506,2022-08-06,5261.14,2022-08-06 00:00:00,2022-08-06 00:00:00,,,owner
497,507,2022-08-04,1197.76,2022-08-04 00:00:00,2022-08-04 00:00:00,,,owner
498,508,2022-08-11,1504.24,2022-08-11 00:00:00,2022-08-11 00:00:00,,,owner
499,509,2022-08-10,2226.66,2022-08-10 00:00:00,2022-08-10 00:00:00,,,owner
500,510,2022-08-17,2524.05,2022-08-17 00:00:00,2022-08-17 00:00:00,,,owner
501,511,2022-08-09,4748.05,2022-08-09 00:00:00,2022-08-09 00:00:00,,,owner
502,512,2022-08-31,1623.37,2022-08-31 00:00:00,2022-08-31 00:00:00,,,owner
503,513,2022-08-17,1056.31,2022-08-17 00:00:00,2022-08-17 00:00:00,,,owner
504,514,2022-08-18,3606.03,2022-08-18 00:00:00,2022-08-18 00:00:00,,,owner
505,515,2022-08-26,6239.72,2022-08-26 00:00:00,2022-08-26 00:00:00,,,owner
506,516,2022-08-03,10179.60,2022-08-03 00:00:00,2022-08-03 00:00:00,,,owner
507,517,2022-08-24,3540.61,2022-08-24 00:00:00,2022-08-24 00:00:00,,,owner
508,518,2022-08-10,3786.97,2022-08-10 00:00:00,2022-08-10 00:00:00,,,owner
509,519,2022-08-21,10054.35,2022-08-21 00:00:00,2022-08-21 00:00:00,,,owner
510,520,2022-08-19,7187.48,2022-08-19 00:00:00,2022-08-19 00:00:00,,,owner
511,521,2022-08-04,3762.61,2022-08-04 00:00:00,2022-08-04 00:00:00,,,owner
512,522,2022-08-10,5337.50,2022-08-10 00:00:00,2022-08-10 00:00:00,,,owner
513,523,2022-09-08,10168.70,2022-09-08 00:00:00,2022-09-08 00:00:00,,,owner
514,524,2022-09-19,1892.97,2022-09-19 00:00:00,2022-09-19 00:00:00,,,owner
515,525,2022-09-18,3706.54,2022-09-18 00:00:00,2022-09-18 00:00:00,,,owner
516,526,2022-09-11,1960.69,2022-09-11 00:00:00,2022-09-11 00:00:00,,,owner
517,527,2022-09-13,4571.99,2022-09-13 00:00:00,2022-09-13 00:00:00,,,owner
518,528,2022-09-26,7390.36,2022-09-26 00:00:00,2022-09-26 00:00:00,,,owner
519,529,2022-09-12,4886.63,2022-09-12 00:00:00,2022-09-12 00:00:00,,,owner
520,530,2022-09-25,8551.60,2022-09-25 00:00:00,2022-09-25 00:00:00,,,owner
521,531,2022-09-13,2807.98,2022-09-13 00:00:00,2022-09-13 00:00:00,,,owner
522,532,2022-09-03,4576.75,2022-09-03 00:00:00,2022-09-03 00:00:00,,,owner
523,533,2022-09-30,3031.70,2022-09-30 00:00:00,2022-09-30 00:00:00,,,owner
524,534,2022-09-10,4489.18,2022-09-10 00:00:00,2022-09-10 00:00:00,,,owner
525,536,2022-09-07,7319.93,2022-09-07 00:00:00,2022-09-07 00:00:00,,,owner
526,537,2022-09-26,2003.04,2022-09-26 00:00:00,2022-09-26 00:00:00,,,owner
527,538,2022-09-06,1916.43,2022-09-06 00:00:00,2022-09-06 00:00:00,,,owner
528,539,2022-09-26,3360.97,2022-09-26 00:00:00,2022-09-26 00:00:00,,,owner
529,540,2022-09-15,7397.57,2022-09-15 00:00:00,2022-09-15 00:00:00,,,owner
530,541,2022-09-24,1961.51,2022-09-24 00:00:00,2022-09-24 00:00:00,,,owner
531,542,2022-09-17,815.94,2022-09-17 00:00:00,2022-09-17 00:00:00,,,owner
532,543,2022-09-30,5427.66,2022-09-30 00:00:00,2022-09-30 00:00:00,,,owner
533,544,2022-10-13,4878.32,2022-10-13 00:00:00,2022-10-13 00:00:00,,,owner
534,545,2022-09-16,5499.24,2022-09-16 00:00:00,2022-09-16 00:00:00,,,owner
535,546,2022-09-26,3773.56,2022-09-26 00:00:00,2022-09-26 00:00:00,,,owner
536,547,2022-10-01,1790.76,2022-10-01 00:00:00,2022-10-01 00:00:00,,,owner
537,548,2022-09-14,3763.84,2022-09-14 00:00:00,2022-09-14 00:00:00,,,owner
538,549,2022-09-15,5816.90,2022-09-15 00:00:00,2022-09-15 00:00:00,,,owner
539,550,2022-09-03,5412.01,2022-09-03 00:00:00,2022-09-03 00:00:00,,,owner
540,551,2022-10-13,1419.23,2022-10-13 00:00:00,2022-10-13 00:00:00,,,owner
541,552,2022-11-01,4628.13,2022-11-01 00:00:00,2022-11-01 00:00:00,,,owner
542,553,2022-11-04,5854.23,2022-11-04 00:00:00,2022-11-04 00:00:00,,,owner
543,554,2022-10-23,3613.43,2022-10-23 00:00:00,2022-10-23 00:00:00,,,owner
544,555,2022-10-28,5743.86,2022-10-28 00:00:00,2022-10-28 00:00:00,,,owner
545,556,2022-10-27,6511.08,2022-10-27 00:00:00,2022-10-27 00:00:00,,,owner
546,557,2022-10-21,4094.14,2022-10-21 00:00:00,2022-10-21 00:00:00,,,owner
547,558,2022-11-03,4912.60,2022-11-03 00:00:00,2022-11-03 00:00:00,,,owner
548,559,2022-10-09,835.56,2022-10-09 00:00:00,2022-10-09 00:00:00,,,owner
549,560,2022-10-27,1399.13,2022-10-27 00:00:00,2022-10-27 00:00:00,,,owner
550,561,2022-11-03,4861.16,2022-11-03 00:00:00,2022-11-03 00:00:00,,,owner
551,562,2022-10-24,3433.27,2022-10-24 00:00:00,2022-10-24 00:00:00,,,owner
552,563,2022-10-27,716.40,2022-10-27 00:00:00,2022-10-27 00:00:00,,,owner
553,564,2022-10-29,5995.76,2022-10-29 00:00:00,2022-10-29 00:00:00,,,owner
554,565,2022-10-14,4259.38,2022-10-14 00:00:00,2022-10-14 00:00:00,,,owner
555,566,2022-10-14,1396.87,2022-10-14 00:00:00,2022-10-14 00:00:00,,,owner
556,567,2022-10-04,5871.40,2022-10-04 00:00:00,2022-10-04 00:00:00,,,owner
557,568,2022-10-06,2071.97,2022-10-06 00:00:00,2022-10-06 00:00:00,,,owner
558,569,2022-11-02,9289.52,2022-11-02 00:00:00,2022-11-02 00:00:00,,,owner
559,570,2022-10-10,8892.34,2022-10-10 00:00:00,2022-10-10 00:00:00,,,owner
560,571,2022-10-17,4975.81,2022-10-17 00:00:00,2022-10-17 00:00:00,,,owner
561,572,2022-10-28,4178.73,2022-10-28 00:00:00,2022-10-28 00:00:00,,,owner
562,573,2022-10-09,1462.02,2022-10-09 00:00:00,2022-10-09 00:00:00,,,owner
563,574,2022-11-09,5965.96,2022-11-09 00:00:00,2022-11-09 00:00:00,,,owner
564,575,2022-10-28,8476.76,2022-10-28 00:00:00,2022-10-28 00:00:00,,,owner
565,576,2022-10-07,911.20,2022-10-07 00:00:00,2022-10-07 00:00:00,,,owner
566,577,2022-11-06,6796.53,2022-11-06 00:00:00,2022-11-06 00:00:00,,,owner
567,578,2022-11-21,4778.50,2022-11-21 00:00:00,2022-11-21 00:00:00,,,owner
568,579,2022-11-09,4678.70,2022-11-09 00:00:00,2022-11-09 00:00:00,,,owner
569,580,2022-11-03,1172.35,2022-11-03 00:00:00,2022-11-03 00:00:00,,,owner
570,581,2022-11-15,4296.83,2022-11-15 00:00:00,2022-11-15 00:00:00,,,owner
571,582,2022-11-06,6647.07,2022-11-06 00:00:00,2022-11-06 00:00:00,,,owner
572,583,2022-11-17,2428.55,2022-11-17 00:00:00,2022-11-17 00:00:00,,,owner
573,584,2022-11-05,1089.57,2022-11-05 00:00:00,2022-11-05 00:00:00,,,owner
574,585,2022-11-13,6433.47,2022-11-13 00:00:00,2022-11-13 00:00:00,,,owner
575,586,2022-11-14,5204.35,2022-11-14 00:00:00,2022-11-14 00:00:00,,,owner
576,587,2022-11-18,892.29,2022-11-18 00:00:00,2022-11-18 00:00:00,,,owner
577,588,2022-11-25,9295.19,2022-11-25 00:00:00,2022-11-25 00:00:00,,,owner
578,589,2022-11-05,3461.97,2022-11-05 00:00:00,2022-11-05 00:00:00,,,owner
579,590,2022-11-29,1577.03,2022-11-29 00:00:00,2022-11-29 00:00:00,,,owner
580,591,2022-12-01,6392.99,2022-12-01 00:00:00,2022-12-01 00:00:00,,,owner
581,592,2022-12-02,2265.22,2022-12-02 00:00:00,2022-12-02 00:00:00,,,owner
582,593,2022-11-19,1230.46,2022-11-19 00:00:00,2022-11-19 00:00:00,,,owner
583,594,2022-11-25,6910.84,2022-11-25 00:00:00,2022-11-25 00:00:00,,,owner
584,595,2022-11-27,6912.10,2022-11-27 00:00:00,2022-11-27 00:00:00,,,owner
585,596,2022-11-11,2332.38,2022-11-11 00:00:00,2022-11-11 00:00:00,,,owner
586,597,2022-12-30,5882.16,2022-12-30 00:00:00,2022-12-30 00:00:00,,,owner
587,598,2023-01-02,3316.78,2023-01-02 00:00:00,2023-01-02 00:00:00,,,owner
588,599,2022-12-21,5598.29,2022-12-21 00:00:00,2022-12-21 00:00:00,,,owner
589,600,2022-12-26,6081.53,2022-12-26 00:00:00,2022-12-26 00:00:00,,,owner
590,601,2022-12-10,3682.51,2022-12-10 00:00:00,2022-12-10 00:00:00,,,owner
591,602,2022-12-07,2986.41,2022-12-07 00:00:00,2022-12-07 00:00:00,,,owner
592,603,2022-12-23,3775.67,2022-12-23 00:00:00,2022-12-23 00:00:00,,,owner
593,604,2022-12-16,6603.55,2022-12-16 00:00:00,2022-12-16 00:00:00,,,owner
