billing_item_id,billing_id,charge_category,charge_type,description,amount,created_at,updated_at,deleted_at
777,276,recurring,electricity_share,Electricity Share,2247.44,,,
778,277,recurring,rent,Monthly Rent,12813.00,,,
779,277,recurring,electricity_share,Electricity Share,1168.21,,,
780,277,recurring,water_share,Water Share,172.09,,,
781,278,move_out,electricity_share,Final Electricity Share,1168.21,,,
782,278,move_out,water_share,Final Water Share,172.09,,,
783,278,move_out,deposit_refund,Security Deposit Refund,-12813.00,,,
784,279,recurring,rent,Monthly Rent,7087.00,,,
785,279,recurring,electricity_share,Electricity Share,2063.05,,,
786,279,recurring,water_share,Water Share,246.95,,,
787,280,recurring,rent,Monthly Rent,7087.00,,,
788,280,recurring,electricity_share,Electricity Share,1906.07,,,
789,280,recurring,water_share,Water Share,284.85,,,
790,281,recurring,rent,Monthly Rent,7087.00,,,
791,281,recurring,electricity_share,Electricity Share,1435.33,,,
792,282,recurring,rent,Monthly Rent,7087.00,,,
793,282,recurring,electricity_share,Electricity Share,1820.64,,,
794,282,recurring,water_share,Water Share,228.67,,,
795,283,recurring,rent,Monthly Rent,7087.00,,,
796,283,recurring,electricity_share,Electricity Share,2453.06,,,
797,284,recurring,rent,Monthly Rent,7087.00,,,
798,284,recurring,electricity_share,Electricity Share,884.79,,,
799,284,recurring,water_share,Water Share,168.89,,,
800,285,move_out,electricity_share,Final Electricity Share,884.79,,,
801,285,move_out,water_share,Final Water Share,168.89,,,
802,285,move_out,deposit_refund,Security Deposit Refund,-7087.00,,,
803,286,recurring,rent,Monthly Rent,6718.00,,,
804,286,recurring,electricity_share,Electricity Share,2237.23,,,
805,286,recurring,water_share,Water Share,251.69,,,
806,287,recurring,rent,Monthly Rent,6718.00,,,
807,287,recurring,electricity_share,Electricity Share,1967.17,,,
808,287,recurring,water_share,Water Share,411.21,,,
809,288,recurring,rent,Monthly Rent,6718.00,,,
810,288,recurring,electricity_share,Electricity Share,2385.01,,,
811,288,recurring,water_share,Water Share,355.21,,,
812,289,recurring,rent,Monthly Rent,6718.00,,,
813,289,recurring,electricity_share,Electricity Share,1831.44,,,
814,289,recurring,water_share,Water Share,298.65,,,
815,290,recurring,rent,Monthly Rent,6718.00,,,
816,290,recurring,electricity_share,Electricity Share,2417.28,,,
817,290,recurring,water_share,Water Share,469.51,,,
818,291,recurring,rent,Monthly Rent,6718.00,,,
819,291,recurring,electricity_share,Electricity Share,788.87,,,
820,291,recurring,water_share,Water Share,167.48,,,
821,292,move_out,electricity_share,Final Electricity Share,788.87,,,
822,292,move_out,water_share,Final Water Share,167.48,,,
823,292,move_out,deposit_refund,Security Deposit Refund,-6718.00,,,
824,293,recurring,rent,Monthly Rent,6923.00,,,
825,293,recurring,electricity_share,Electricity Share,704.36,,,
826,294,recurring,rent,Monthly Rent,6923.00,,,
827,294,recurring,electricity_share,Electricity Share,655.40,,,
828,294,recurring,water_share,Water Share,113.19,,,
829,295,recurring,rent,Monthly Rent,6923.00,,,
830,295,recurring,electricity_share,Electricity Share,1243.46,,,
831,296,recurring,rent,Monthly Rent,6923.00,,,
832,296,recurring,electricity_share,Electricity Share,1006.26,,,
833,296,recurring,water_share,Water Share,191.25,,,
834,297,recurring,rent,Monthly Rent,6923.00,,,
835,297,recurring,electricity_share,Electricity Share,932.15,,,
836,298,recurring,rent,Monthly Rent,6923.00,,,
837,298,recurring,electricity_share,Electricity Share,401.68,,,
838,298,recurring,water_share,Water Share,137.90,,,
839,299,move_out,electricity_share,Final Electricity Share,401.68,,,
840,299,move_out,water_share,Final Water Share,137.90,,,
841,299,move_out,deposit_refund,Security Deposit Refund,-6923.00,,,
842,300,recurring,rent,Monthly Rent,5695.00,,,
843,300,recurring,electricity_share,Electricity Share,1278.15,,,
844,300,recurring,water_share,Water Share,492.02,,,
845,300,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
846,301,recurring,rent,Monthly Rent,5695.00,,,
847,301,recurring,electricity_share,Electricity Share,1718.83,,,
848,301,recurring,water_share,Water Share,350.70,,,
849,301,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
850,302,recurring,rent,Monthly Rent,5695.00,,,
851,302,recurring,electricity_share,Electricity Share,682.92,,,
852,302,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
853,303,move_out,electricity_share,Final Electricity Share,682.92,,,
854,303,move_out,deposit_refund,Security Deposit Refund,-5695.00,,,
855,304,move_in,advance,1 Month Advance — First Month Rent,9312.00,,,
856,304,move_in,security_deposit,1 Month Security Deposit,9312.00,,,
857,305,recurring,rent,Monthly Rent,9312.00,,,
858,305,recurring,electricity_share,Electricity Share,1261.80,,,
859,305,recurring,water_share,Water Share,294.43,,,
860,305,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
861,306,recurring,rent,Monthly Rent,9312.00,,,
862,306,recurring,electricity_share,Electricity Share,1310.71,,,
863,306,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
864,307,recurring,rent,Monthly Rent,9312.00,,,
865,307,recurring,electricity_share,Electricity Share,800.97,,,
866,307,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
867,308,move_out,electricity_share,Final Electricity Share,800.97,,,
868,308,move_out,deposit_refund,Security Deposit Refund,-9312.00,,,
869,309,recurring,rent,Monthly Rent,6923.00,,,
870,309,recurring,electricity_share,Electricity Share,655.40,,,
871,309,recurring,water_share,Water Share,113.19,,,
872,310,recurring,rent,Monthly Rent,6923.00,,,
873,310,recurring,electricity_share,Electricity Share,1243.46,,,
874,311,recurring,rent,Monthly Rent,6923.00,,,
875,311,recurring,electricity_share,Electricity Share,1006.26,,,
876,311,recurring,water_share,Water Share,191.25,,,
877,312,recurring,rent,Monthly Rent,6923.00,,,
878,312,recurring,electricity_share,Electricity Share,932.15,,,
879,313,recurring,rent,Monthly Rent,6923.00,,,
880,313,recurring,electricity_share,Electricity Share,401.68,,,
881,313,recurring,water_share,Water Share,137.90,,,
882,314,recurring,rent,Monthly Rent,6923.00,,,
883,314,recurring,electricity_share,Electricity Share,779.83,,,
884,315,recurring,rent,Monthly Rent,6923.00,,,
885,315,recurring,electricity_share,Electricity Share,1024.80,,,
886,316,recurring,rent,Monthly Rent,6923.00,,,
887,316,recurring,electricity_share,Electricity Share,817.77,,,
888,317,recurring,rent,Monthly Rent,6923.00,,,
889,317,recurring,electricity_share,Electricity Share,1233.45,,,
890,317,recurring,water_share,Water Share,168.53,,,
891,318,recurring,rent,Monthly Rent,6923.00,,,
892,318,recurring,electricity_share,Electricity Share,723.59,,,
893,319,recurring,rent,Monthly Rent,6923.00,,,
894,319,recurring,electricity_share,Electricity Share,635.61,,,
895,319,recurring,water_share,Water Share,146.86,,,
896,320,recurring,rent,Monthly Rent,6923.00,,,
897,320,recurring,electricity_share,Electricity Share,424.51,,,
898,320,recurring,water_share,Water Share,59.13,,,
899,321,move_out,electricity_share,Final Electricity Share,424.51,,,
900,321,move_out,water_share,Final Water Share,59.13,,,
901,321,move_out,deposit_refund,Security Deposit Refund,-6923.00,,,
902,322,recurring,rent,Monthly Rent,12004.00,,,
903,322,recurring,electricity_share,Electricity Share,1917.66,,,
904,322,recurring,water_share,Water Share,443.22,,,
905,323,recurring,rent,Monthly Rent,12004.00,,,
906,323,recurring,electricity_share,Electricity Share,1540.38,,,
907,323,recurring,water_share,Water Share,345.99,,,
908,324,recurring,rent,Monthly Rent,12004.00,,,
909,324,recurring,electricity_share,Electricity Share,1843.83,,,
910,324,recurring,water_share,Water Share,341.26,,,
911,325,recurring,rent,Monthly Rent,12004.00,,,
912,325,recurring,electricity_share,Electricity Share,2171.93,,,
913,326,recurring,rent,Monthly Rent,12004.00,,,
914,326,recurring,electricity_share,Electricity Share,2298.74,,,
915,327,recurring,rent,Monthly Rent,12004.00,,,
916,327,recurring,electricity_share,Electricity Share,1799.96,,,
917,327,recurring,water_share,Water Share,344.81,,,
918,328,recurring,rent,Monthly Rent,12004.00,,,
919,328,recurring,electricity_share,Electricity Share,2170.40,,,
920,329,recurring,rent,Monthly Rent,12004.00,,,
921,329,recurring,electricity_share,Electricity Share,1846.56,,,
922,329,recurring,water_share,Water Share,414.33,,,
923,330,recurring,rent,Monthly Rent,12004.00,,,
924,330,recurring,electricity_share,Electricity Share,2451.21,,,
925,331,recurring,rent,Monthly Rent,12004.00,,,
926,331,recurring,electricity_share,Electricity Share,1496.82,,,
927,332,recurring,rent,Monthly Rent,12004.00,,,
928,332,recurring,electricity_share,Electricity Share,1793.33,,,
929,333,recurring,rent,Monthly Rent,12004.00,,,
930,333,recurring,electricity_share,Electricity Share,930.07,,,
931,334,move_out,electricity_share,Final Electricity Share,930.07,,,
932,334,move_out,deposit_refund,Security Deposit Refund,-12004.00,,,
933,335,recurring,rent,Monthly Rent,10648.00,,,
934,335,recurring,electricity_share,Electricity Share,2413.14,,,
935,336,recurring,rent,Monthly Rent,10648.00,,,
936,336,recurring,electricity_share,Electricity Share,2183.43,,,
937,336,recurring,water_share,Water Share,323.07,,,
938,337,recurring,rent,Monthly Rent,10648.00,,,
939,337,recurring,electricity_share,Electricity Share,1638.14,,,
940,338,recurring,rent,Monthly Rent,10648.00,,,
941,338,recurring,electricity_share,Electricity Share,2499.44,,,
942,338,recurring,water_share,Water Share,468.54,,,
943,339,recurring,rent,Monthly Rent,10648.00,,,
944,339,recurring,electricity_share,Electricity Share,1973.44,,,
945,339,recurring,water_share,Water Share,351.60,,,
946,340,recurring,rent,Monthly Rent,10648.00,,,
947,340,recurring,electricity_share,Electricity Share,1114.52,,,
948,340,recurring,water_share,Water Share,225.91,,,
949,341,move_out,electricity_share,Final Electricity Share,1114.52,,,
950,341,move_out,water_share,Final Water Share,225.91,,,
951,341,move_out,deposit_refund,Security Deposit Refund,-10648.00,,,
952,342,recurring,rent,Monthly Rent,12296.00,,,
953,342,recurring,electricity_share,Electricity Share,811.20,,,
954,342,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
955,343,move_out,electricity_share,Final Electricity Share,811.20,,,
956,343,move_out,deposit_refund,Security Deposit Refund,-12296.00,,,
957,344,recurring,rent,Monthly Rent,12296.00,,,
958,344,recurring,electricity_share,Electricity Share,1136.07,,,
959,344,recurring,water_share,Water Share,218.71,,,
960,345,recurring,rent,Monthly Rent,12296.00,,,
961,345,recurring,electricity_share,Electricity Share,828.50,,,
962,345,recurring,water_share,Water Share,185.96,,,
963,346,recurring,rent,Monthly Rent,12296.00,,,
964,346,recurring,electricity_share,Electricity Share,1032.29,,,
965,347,recurring,rent,Monthly Rent,12296.00,,,
966,347,recurring,electricity_share,Electricity Share,562.18,,,
967,347,recurring,water_share,Water Share,154.48,,,
968,348,recurring,rent,Monthly Rent,12296.00,,,
969,348,recurring,electricity_share,Electricity Share,801.75,,,
970,348,recurring,water_share,Water Share,118.82,,,
971,349,recurring,rent,Monthly Rent,12296.00,,,
972,349,recurring,electricity_share,Electricity Share,492.45,,,
973,350,recurring,rent,Monthly Rent,12296.00,,,
974,350,recurring,electricity_share,Electricity Share,873.12,,,
975,350,recurring,water_share,Water Share,138.28,,,
976,351,recurring,rent,Monthly Rent,12296.00,,,
977,351,recurring,electricity_share,Electricity Share,1179.10,,,
978,351,recurring,water_share,Water Share,197.84,,,
979,352,recurring,rent,Monthly Rent,12296.00,,,
980,352,recurring,electricity_share,Electricity Share,814.68,,,
981,352,recurring,water_share,Water Share,170.99,,,
982,353,recurring,rent,Monthly Rent,12296.00,,,
983,353,recurring,electricity_share,Electricity Share,1006.54,,,
984,354,recurring,rent,Monthly Rent,12296.00,,,
985,354,recurring,electricity_share,Electricity Share,929.59,,,
986,355,recurring,rent,Monthly Rent,12296.00,,,
987,355,recurring,electricity_share,Electricity Share,576.73,,,
988,356,move_out,electricity_share,Final Electricity Share,576.73,,,
989,356,move_out,deposit_refund,Security Deposit Refund,-12296.00,,,
990,357,recurring,rent,Monthly Rent,5695.00,,,
991,357,recurring,electricity_share,Electricity Share,1688.52,,,
992,358,recurring,rent,Monthly Rent,5695.00,,,
993,358,recurring,electricity_share,Electricity Share,1565.45,,,
994,359,recurring,rent,Monthly Rent,5695.00,,,
995,359,recurring,electricity_share,Electricity Share,2239.53,,,
996,360,recurring,rent,Monthly Rent,5695.00,,,
997,360,recurring,electricity_share,Electricity Share,1969.77,,,
998,360,recurring,water_share,Water Share,310.85,,,
999,361,recurring,rent,Monthly Rent,5695.00,,,
1000,361,recurring,electricity_share,Electricity Share,1397.89,,,
1001,361,recurring,water_share,Water Share,353.22,,,
1002,362,recurring,rent,Monthly Rent,5695.00,,,
1003,362,recurring,electricity_share,Electricity Share,715.24,,,
1004,362,recurring,water_share,Water Share,147.64,,,
1005,363,move_out,electricity_share,Final Electricity Share,715.24,,,
1006,363,move_out,water_share,Final Water Share,147.64,,,
1007,363,move_out,deposit_refund,Security Deposit Refund,-5695.00,,,
1008,364,recurring,rent,Monthly Rent,9336.00,,,
1009,364,recurring,electricity_share,Electricity Share,1346.76,,,
1010,364,recurring,water_share,Water Share,474.79,,,
1011,365,recurring,rent,Monthly Rent,9336.00,,,
1012,365,recurring,electricity_share,Electricity Share,1234.17,,,
1013,365,recurring,water_share,Water Share,304.27,,,
1014,366,recurring,rent,Monthly Rent,9336.00,,,
1015,366,recurring,electricity_share,Electricity Share,1994.21,,,
1016,366,recurring,water_share,Water Share,365.88,,,
1017,367,recurring,rent,Monthly Rent,9336.00,,,
1018,367,recurring,electricity_share,Electricity Share,1664.80,,,
1019,368,recurring,rent,Monthly Rent,9336.00,,,
1020,368,recurring,electricity_share,Electricity Share,2458.05,,,
1021,368,recurring,water_share,Water Share,375.26,,,
1022,369,recurring,rent,Monthly Rent,9336.00,,,
1023,369,recurring,electricity_share,Electricity Share,712.09,,,
1024,370,recurring,rent,Monthly Rent,9336.00,,,
1025,370,recurring,electricity_share,Electricity Share,947.87,,,
1026,371,recurring,rent,Monthly Rent,9336.00,,,
1027,371,recurring,electricity_share,Electricity Share,794.70,,,
1028,372,recurring,rent,Monthly Rent,9336.00,,,
1029,372,recurring,electricity_share,Electricity Share,813.08,,,
1030,373,recurring,rent,Monthly Rent,9336.00,,,
1031,373,recurring,electricity_share,Electricity Share,1147.58,,,
1032,373,recurring,water_share,Water Share,150.44,,,
1033,374,recurring,rent,Monthly Rent,9336.00,,,
1034,374,recurring,electricity_share,Electricity Share,939.95,,,
1035,375,recurring,rent,Monthly Rent,9336.00,,,
1036,375,recurring,electricity_share,Electricity Share,349.24,,,
1037,375,recurring,water_share,Water Share,51.99,,,
1038,376,move_out,electricity_share,Final Electricity Share,349.24,,,
1039,376,move_out,water_share,Final Water Share,51.99,,,
1040,376,move_out,deposit_refund,Security Deposit Refund,-9336.00,,,
1041,377,recurring,rent,Monthly Rent,9312.00,,,
1042,377,recurring,electricity_share,Electricity Share,975.35,,,
1043,377,recurring,water_share,Water Share,246.42,,,
1044,377,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1045,378,move_out,electricity_share,Final Electricity Share,975.35,,,
1046,378,move_out,water_share,Final Water Share,246.42,,,
1047,378,move_out,deposit_refund,Security Deposit Refund,-9312.00,,,
1048,379,move_in,advance,1 Month Advance — First Month Rent,13743.00,,,
1049,379,move_in,security_deposit,1 Month Security Deposit,13743.00,,,
1050,380,recurring,rent,Monthly Rent,13743.00,,,
1051,380,recurring,electricity_share,Electricity Share,1677.66,,,
1052,380,recurring,water_share,Water Share,461.99,,,
1053,380,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1054,381,recurring,rent,Monthly Rent,13743.00,,,
1055,381,recurring,electricity_share,Electricity Share,2258.18,,,
1056,381,recurring,water_share,Water Share,366.78,,,
1057,381,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1058,382,recurring,rent,Monthly Rent,13743.00,,,
1059,382,recurring,electricity_share,Electricity Share,785.05,,,
1060,382,recurring,water_share,Water Share,151.80,,,
1061,382,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1062,383,move_out,electricity_share,Final Electricity Share,785.05,,,
1063,383,move_out,water_share,Final Water Share,151.80,,,
1064,383,move_out,deposit_refund,Security Deposit Refund,-13743.00,,,
1065,384,recurring,rent,Monthly Rent,10883.00,,,
1066,384,recurring,electricity_share,Electricity Share,2144.22,,,
1067,384,recurring,water_share,Water Share,388.96,,,
1068,384,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1069,385,recurring,rent,Monthly Rent,10883.00,,,
1070,385,recurring,electricity_share,Electricity Share,1492.26,,,
1071,385,recurring,water_share,Water Share,440.44,,,
1072,385,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1073,386,recurring,rent,Monthly Rent,10883.00,,,
1074,386,recurring,electricity_share,Electricity Share,738.23,,,
1075,386,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1076,387,move_out,electricity_share,Final Electricity Share,738.23,,,
1077,387,move_out,deposit_refund,Security Deposit Refund,-10883.00,,,
1078,388,recurring,rent,Monthly Rent,9312.00,,,
1079,388,recurring,electricity_share,Electricity Share,749.94,,,
1080,388,recurring,water_share,Water Share,204.58,,,
1081,388,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1082,389,move_out,electricity_share,Final Electricity Share,749.94,,,
1083,389,move_out,water_share,Final Water Share,204.58,,,
1084,389,move_out,deposit_refund,Security Deposit Refund,-9312.00,,,
1085,390,recurring,rent,Monthly Rent,6718.00,,,
1165,420,recurring,rent,Monthly Rent,7355.00,,,
1086,390,recurring,electricity_share,Electricity Share,1070.49,,,
1087,390,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1088,391,move_out,electricity_share,Final Electricity Share,1070.49,,,
1089,391,move_out,deposit_refund,Security Deposit Refund,-6718.00,,,
1090,392,move_in,advance,1 Month Advance — First Month Rent,11042.00,,,
1091,392,move_in,security_deposit,1 Month Security Deposit,11042.00,,,
1092,393,recurring,rent,Monthly Rent,11042.00,,,
1093,393,recurring,electricity_share,Electricity Share,1758.70,,,
1094,393,recurring,water_share,Water Share,347.27,,,
1095,394,recurring,rent,Monthly Rent,11042.00,,,
1096,394,recurring,electricity_share,Electricity Share,1804.37,,,
1097,395,recurring,rent,Monthly Rent,11042.00,,,
1098,395,recurring,electricity_share,Electricity Share,2370.38,,,
1099,395,recurring,water_share,Water Share,260.77,,,
1100,396,recurring,rent,Monthly Rent,11042.00,,,
1101,396,recurring,electricity_share,Electricity Share,2168.40,,,
1102,397,recurring,rent,Monthly Rent,11042.00,,,
1103,397,recurring,electricity_share,Electricity Share,1479.42,,,
1104,398,recurring,rent,Monthly Rent,11042.00,,,
1105,398,recurring,electricity_share,Electricity Share,2150.74,,,
1106,398,recurring,water_share,Water Share,395.23,,,
1107,399,recurring,rent,Monthly Rent,11042.00,,,
1108,399,recurring,electricity_share,Electricity Share,1703.96,,,
1109,399,recurring,water_share,Water Share,396.96,,,
1110,400,recurring,rent,Monthly Rent,11042.00,,,
1111,400,recurring,electricity_share,Electricity Share,1373.65,,,
1112,400,recurring,water_share,Water Share,275.34,,,
1113,401,recurring,rent,Monthly Rent,11042.00,,,
1114,401,recurring,electricity_share,Electricity Share,2248.14,,,
1115,401,recurring,water_share,Water Share,262.02,,,
1116,402,recurring,rent,Monthly Rent,11042.00,,,
1117,402,recurring,electricity_share,Electricity Share,1552.04,,,
1118,402,recurring,water_share,Water Share,426.63,,,
1119,403,recurring,rent,Monthly Rent,11042.00,,,
1120,403,recurring,electricity_share,Electricity Share,1424.45,,,
1121,403,recurring,water_share,Water Share,389.78,,,
1122,404,recurring,rent,Monthly Rent,11042.00,,,
1123,404,recurring,electricity_share,Electricity Share,1117.62,,,
1124,404,recurring,water_share,Water Share,173.10,,,
1125,405,move_out,electricity_share,Final Electricity Share,1117.62,,,
1126,405,move_out,water_share,Final Water Share,173.10,,,
1127,405,move_out,deposit_refund,Security Deposit Refund,-11042.00,,,
1128,406,move_in,advance,1 Month Advance — First Month Rent,10175.00,,,
1129,406,move_in,security_deposit,1 Month Security Deposit,10175.00,,,
1130,407,recurring,rent,Monthly Rent,10175.00,,,
1131,407,recurring,electricity_share,Electricity Share,2350.13,,,
1132,408,recurring,rent,Monthly Rent,10175.00,,,
1133,408,recurring,electricity_share,Electricity Share,2011.86,,,
1134,408,recurring,water_share,Water Share,465.76,,,
1135,409,recurring,rent,Monthly Rent,10175.00,,,
1136,409,recurring,electricity_share,Electricity Share,2320.26,,,
1137,409,recurring,water_share,Water Share,421.25,,,
1138,410,recurring,rent,Monthly Rent,10175.00,,,
1139,410,recurring,electricity_share,Electricity Share,1346.70,,,
1140,410,recurring,water_share,Water Share,494.05,,,
1141,411,recurring,rent,Monthly Rent,10175.00,,,
1142,411,recurring,electricity_share,Electricity Share,1553.35,,,
1143,411,recurring,water_share,Water Share,363.05,,,
1144,412,recurring,rent,Monthly Rent,10175.00,,,
1145,412,recurring,electricity_share,Electricity Share,647.23,,,
1146,412,recurring,water_share,Water Share,235.22,,,
1147,413,move_out,electricity_share,Final Electricity Share,647.23,,,
1148,413,move_out,water_share,Final Water Share,235.22,,,
1149,413,move_out,deposit_refund,Security Deposit Refund,-10175.00,,,
1150,414,move_in,advance,1 Month Advance — First Month Rent,7355.00,,,
1151,414,move_in,security_deposit,1 Month Security Deposit,7355.00,,,
1152,415,recurring,rent,Monthly Rent,7355.00,,,
1153,415,recurring,electricity_share,Electricity Share,1167.23,,,
1154,415,recurring,water_share,Water Share,229.53,,,
1155,416,recurring,rent,Monthly Rent,7355.00,,,
1156,416,recurring,electricity_share,Electricity Share,545.04,,,
1157,417,recurring,rent,Monthly Rent,7355.00,,,
1158,417,recurring,electricity_share,Electricity Share,643.05,,,
1159,417,recurring,water_share,Water Share,106.57,,,
1160,418,recurring,rent,Monthly Rent,7355.00,,,
1161,418,recurring,electricity_share,Electricity Share,635.88,,,
1162,418,recurring,water_share,Water Share,160.21,,,
1163,419,recurring,rent,Monthly Rent,7355.00,,,
1164,419,recurring,electricity_share,Electricity Share,703.25,,,
1166,420,recurring,electricity_share,Electricity Share,1151.49,,,
1167,420,recurring,water_share,Water Share,173.91,,,
1168,421,recurring,rent,Monthly Rent,7355.00,,,
1169,421,recurring,electricity_share,Electricity Share,1042.09,,,
1170,422,recurring,rent,Monthly Rent,7355.00,,,
1171,422,recurring,electricity_share,Electricity Share,1216.63,,,
1172,423,recurring,rent,Monthly Rent,7355.00,,,
1173,423,recurring,electricity_share,Electricity Share,609.44,,,
1174,424,recurring,rent,Monthly Rent,7355.00,,,
1175,424,recurring,electricity_share,Electricity Share,1150.07,,,
1176,425,recurring,rent,Monthly Rent,7355.00,,,
1177,425,recurring,electricity_share,Electricity Share,788.51,,,
1178,425,recurring,water_share,Water Share,105.26,,,
1179,426,recurring,rent,Monthly Rent,7355.00,,,
1180,426,recurring,electricity_share,Electricity Share,545.46,,,
1181,426,recurring,water_share,Water Share,73.96,,,
1182,427,move_out,electricity_share,Final Electricity Share,545.46,,,
1183,427,move_out,water_share,Final Water Share,73.96,,,
1184,427,move_out,deposit_refund,Security Deposit Refund,-7355.00,,,
1185,428,recurring,rent,Monthly Rent,7087.00,,,
1186,428,recurring,electricity_share,Electricity Share,2499.70,,,
1187,428,recurring,water_share,Water Share,327.42,,,
1188,428,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1189,429,recurring,rent,Monthly Rent,7087.00,,,
1190,429,recurring,electricity_share,Electricity Share,2258.14,,,
1191,429,recurring,water_share,Water Share,305.05,,,
1192,429,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1193,430,recurring,rent,Monthly Rent,7087.00,,,
1194,430,recurring,electricity_share,Electricity Share,1097.95,,,
1195,430,recurring,water_share,Water Share,107.96,,,
1196,430,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1197,431,move_out,electricity_share,Final Electricity Share,1097.95,,,
1198,431,move_out,water_share,Final Water Share,107.96,,,
1199,431,move_out,deposit_refund,Security Deposit Refund,-7087.00,,,
1200,432,recurring,rent,Monthly Rent,6923.00,,,
1201,432,recurring,electricity_share,Electricity Share,779.83,,,
1202,432,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1203,433,move_out,electricity_share,Final Electricity Share,779.83,,,
1204,433,move_out,deposit_refund,Security Deposit Refund,-6923.00,,,
1205,434,recurring,rent,Monthly Rent,9312.00,,,
1206,434,recurring,electricity_share,Electricity Share,1326.69,,,
1207,434,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1208,435,recurring,rent,Monthly Rent,9312.00,,,
1209,435,recurring,electricity_share,Electricity Share,1488.50,,,
1210,435,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1211,436,recurring,rent,Monthly Rent,9312.00,,,
1212,436,recurring,electricity_share,Electricity Share,1175.86,,,
1213,436,recurring,water_share,Water Share,149.97,,,
1214,436,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
1215,437,move_out,electricity_share,Final Electricity Share,1175.86,,,
1216,437,move_out,water_share,Final Water Share,149.97,,,
1217,437,move_out,deposit_refund,Security Deposit Refund,-9312.00,,,
1218,438,recurring,rent,Monthly Rent,13743.00,,,
1219,438,recurring,electricity_share,Electricity Share,1645.39,,,
1220,438,recurring,water_share,Water Share,466.91,,,
1221,439,recurring,rent,Monthly Rent,13743.00,,,
1222,439,recurring,electricity_share,Electricity Share,2159.52,,,
1223,439,recurring,water_share,Water Share,219.55,,,
1224,440,recurring,rent,Monthly Rent,13743.00,,,
1225,440,recurring,electricity_share,Electricity Share,686.48,,,
1226,440,recurring,water_share,Water Share,238.17,,,
1227,441,recurring,rent,Monthly Rent,13743.00,,,
1228,441,recurring,electricity_share,Electricity Share,1000.33,,,
1229,441,recurring,water_share,Water Share,133.67,,,
1230,442,recurring,rent,Monthly Rent,13743.00,,,
1231,442,recurring,electricity_share,Electricity Share,849.32,,,
1232,443,recurring,rent,Monthly Rent,13743.00,,,
1233,443,recurring,electricity_share,Electricity Share,1073.91,,,
1234,444,recurring,rent,Monthly Rent,13743.00,,,
1235,444,recurring,electricity_share,Electricity Share,958.60,,,
1236,444,recurring,water_share,Water Share,203.83,,,
1237,445,recurring,rent,Monthly Rent,13743.00,,,
1238,445,recurring,electricity_share,Electricity Share,1176.06,,,
1239,446,recurring,rent,Monthly Rent,13743.00,,,
1240,446,recurring,electricity_share,Electricity Share,656.58,,,
1241,446,recurring,water_share,Water Share,170.88,,,
1242,447,recurring,rent,Monthly Rent,13743.00,,,
1243,447,recurring,electricity_share,Electricity Share,624.80,,,
1244,447,recurring,water_share,Water Share,115.56,,,
1245,448,recurring,rent,Monthly Rent,13743.00,,,
1246,448,recurring,electricity_share,Electricity Share,680.86,,,
1247,448,recurring,water_share,Water Share,209.61,,,
1248,449,recurring,rent,Monthly Rent,13743.00,,,
1249,449,recurring,electricity_share,Electricity Share,513.30,,,
1250,449,recurring,water_share,Water Share,120.75,,,
1251,450,move_out,electricity_share,Final Electricity Share,513.30,,,
1252,450,move_out,water_share,Final Water Share,120.75,,,
1253,450,move_out,deposit_refund,Security Deposit Refund,-13743.00,,,
1254,451,recurring,rent,Monthly Rent,6923.00,,,
1255,451,recurring,electricity_share,Electricity Share,1024.80,,,
1256,452,recurring,rent,Monthly Rent,6923.00,,,
1257,452,recurring,electricity_share,Electricity Share,817.77,,,
1258,453,recurring,rent,Monthly Rent,6923.00,,,
1259,453,recurring,electricity_share,Electricity Share,1233.45,,,
1260,453,recurring,water_share,Water Share,168.53,,,
1261,454,recurring,rent,Monthly Rent,6923.00,,,
1262,454,recurring,electricity_share,Electricity Share,723.59,,,
