transaction_id,billing_id,name,reference_number,transaction_type,category,transaction_date,amount,is_recurring,created_at,updated_at,deleted_at,payment_method,or_number
605,605,Rent Payment - Billing #605,FRNT-NOV2023-605,Credit,Rent Payment,2023-11-01,8134.08,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20231101-605
606,606,Move-Out Settlement - Billing #606,FRNT-NOV2023-606,Credit,Rent Payment,2023-11-01,-6211.92,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20231101-606
607,607,Rent Payment - Billing #607,FRNT-NOV2023-607,Credit,Rent Payment,2023-11-01,7634.08,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20231101-607
608,608,Rent Payment - Billing #608,FRNT-DEC2023-608,Credit,Rent Payment,2023-12-01,7677.56,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20231201-608
609,609,Rent Payment - Billing #609,FRNT-JAN2024-609,Credit,Rent Payment,2024-01-01,7591.17,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240101-609
610,610,Rent Payment - Billing #610,FRNT-FEB2024-610,Credit,Rent Payment,2024-02-01,7721.88,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240201-610
611,611,Rent Payment - Billing #611,FRNT-MAR2024-611,Credit,Rent Payment,2024-03-01,7900.71,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240301-611
612,612,Rent Payment - Billing #612,FRNT-APR2024-612,Credit,Rent Payment,2024-04-01,8139.14,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240401-612
613,613,Rent Payment - Billing #613,FRNT-MAY2024-613,Credit,Rent Payment,2024-05-01,8016.01,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240501-613
614,614,Rent Payment - Billing #614,FRNT-JUN2024-614,Credit,Rent Payment,2024-06-01,8067.20,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240601-614
615,615,Rent Payment - Billing #615,FRNT-JUL2024-615,Credit,Rent Payment,2024-07-01,7895.69,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240701-615
616,616,Rent Payment - Billing #616,FRNT-AUG2024-616,Credit,Rent Payment,2024-08-01,7557.43,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240801-616
617,617,Rent Payment - Billing #617,FRNT-SEP2024-617,Credit,Rent Payment,2024-09-01,7807.59,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240901-617
618,618,Rent Payment - Billing #618,FRNT-OCT2024-618,Credit,Rent Payment,2024-10-01,7631.65,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20241001-618
619,619,Move-Out Settlement - Billing #619,FRNT-OCT2024-619,Credit,Rent Payment,2024-10-01,-6214.35,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20241001-619
620,620,Rent Payment - Billing #620,FRNT-NOV2023-620,Credit,Rent Payment,2023-11-01,11398.38,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20231101-620
621,621,Move-Out Settlement - Billing #621,FRNT-NOV2023-621,Credit,Rent Payment,2023-11-01,-9451.62,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20231101-621
622,622,Rent Payment - Billing #622,FRNT-NOV2023-622,Credit,Rent Payment,2023-11-01,14338.39,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20231101-622
623,623,Rent Payment - Billing #623,FRNT-DEC2023-623,Credit,Rent Payment,2023-12-01,14190.02,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20231201-623
624,624,Rent Payment - Billing #624,FRNT-JAN2024-624,Credit,Rent Payment,2024-01-01,13542.99,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240101-624
625,625,Rent Payment - Billing #625,FRNT-FEB2024-625,Credit,Rent Payment,2024-02-01,14355.52,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240201-625
626,626,Rent Payment - Billing #626,FRNT-MAR2024-626,Credit,Rent Payment,2024-03-01,13521.17,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240301-626
627,627,Rent Payment - Billing #627,FRNT-APR2024-627,Credit,Rent Payment,2024-04-01,13303.39,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240401-627
628,628,Move-Out Settlement - Billing #628,FRNT-APR2024-628,Credit,Rent Payment,2024-04-01,-10704.61,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240401-628
629,629,Rent Payment - Billing #629,FRNT-NOV2023-629,Credit,Rent Payment,2023-11-01,10634.02,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20231101-629
630,630,Rent Payment - Billing #630,FRNT-DEC2023-630,Credit,Rent Payment,2023-12-01,10275.95,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20231201-630
631,631,Rent Payment - Billing #631,FRNT-JAN2024-631,Credit,Rent Payment,2024-01-01,9737.23,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240101-631
632,632,Rent Payment - Billing #632,FRNT-FEB2024-632,Credit,Rent Payment,2024-02-01,10073.99,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240201-632
633,633,Rent Payment - Billing #633,FRNT-MAR2024-633,Credit,Rent Payment,2024-03-01,10081.48,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240301-633
634,634,Rent Payment - Billing #634,FRNT-APR2024-634,Credit,Rent Payment,2024-04-01,9948.72,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240401-634
635,635,Rent Payment - Billing #635,FRNT-MAY2024-635,Credit,Rent Payment,2024-05-01,10033.12,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240501-635
636,636,Rent Payment - Billing #636,FRNT-JUN2024-636,Credit,Rent Payment,2024-06-01,9903.80,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240601-636
637,637,Rent Payment - Billing #637,FRNT-JUL2024-637,Credit,Rent Payment,2024-07-01,9871.60,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240701-637
638,638,Rent Payment - Billing #638,FRNT-AUG2024-638,Credit,Rent Payment,2024-08-01,9924.01,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240801-638
639,639,Rent Payment - Billing #639,FRNT-SEP2024-639,Credit,Rent Payment,2024-09-01,10053.93,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240901-639
640,640,Rent Payment - Billing #640,FRNT-OCT2024-640,Credit,Rent Payment,2024-10-01,9588.56,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20241001-640
641,641,Move-Out Settlement - Billing #641,FRNT-OCT2024-641,Credit,Rent Payment,2024-10-01,-9083.44,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20241001-641
642,642,Rent Payment - Billing #642,FRNT-NOV2023-642,Credit,Rent Payment,2023-11-01,14817.80,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20231101-642
643,643,Rent Payment - Billing #643,FRNT-DEC2023-643,Credit,Rent Payment,2023-12-01,14542.12,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20231201-643
644,644,Rent Payment - Billing #644,FRNT-JAN2024-644,Credit,Rent Payment,2024-01-01,13928.25,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240101-644
645,645,Rent Payment - Billing #645,FRNT-FEB2024-645,Credit,Rent Payment,2024-02-01,13701.18,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240201-645
646,646,Rent Payment - Billing #646,FRNT-MAR2024-646,Credit,Rent Payment,2024-03-01,13846.02,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240301-646
647,647,Rent Payment - Billing #647,FRNT-APR2024-647,Credit,Rent Payment,2024-04-01,13513.80,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240401-647
648,648,Move-Out Settlement - Billing #648,FRNT-APR2024-648,Credit,Rent Payment,2024-04-01,-10788.20,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240401-648
649,649,Rent Payment - Billing #649,FRNT-DEC2023-649,Credit,Rent Payment,2023-12-01,7864.72,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20231201-649
650,650,Rent Payment - Billing #650,FRNT-JAN2024-650,Credit,Rent Payment,2024-01-01,8715.86,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240101-650
651,651,Rent Payment - Billing #651,FRNT-FEB2024-651,Credit,Rent Payment,2024-02-01,8227.98,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240201-651
652,652,Rent Payment - Billing #652,FRNT-MAR2024-652,Credit,Rent Payment,2024-03-01,9123.15,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240301-652
653,653,Rent Payment - Billing #653,FRNT-APR2024-653,Credit,Rent Payment,2024-04-01,8621.89,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240401-653
654,654,Rent Payment - Billing #654,FRNT-MAY2024-654,Credit,Rent Payment,2024-05-01,7592.88,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240501-654
655,655,Move-Out Settlement - Billing #655,FRNT-MAY2024-655,Credit,Rent Payment,2024-05-01,-5063.12,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240501-655
656,656,Rent Payment - Billing #656,FRNT-DEC2023-656,Credit,Rent Payment,2023-12-01,12715.77,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20231201-656
657,657,Rent Payment - Billing #657,FRNT-JAN2024-657,Credit,Rent Payment,2024-01-01,12947.24,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240101-657
658,658,Rent Payment - Billing #658,FRNT-FEB2024-658,Credit,Rent Payment,2024-02-01,12190.25,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240201-658
659,659,Move-Out Settlement - Billing #659,FRNT-FEB2024-659,Credit,Rent Payment,2024-02-01,-9605.75,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240201-659
660,660,Rent Payment - Billing #660,FRNT-DEC2023-660,Credit,Rent Payment,2023-12-01,7677.56,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20231201-660
661,661,Rent Payment - Billing #661,FRNT-JAN2024-661,Credit,Rent Payment,2024-01-01,7591.17,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240101-661
662,662,Rent Payment - Billing #662,FRNT-FEB2024-662,Credit,Rent Payment,2024-02-01,7721.88,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240201-662
663,663,Rent Payment - Billing #663,FRNT-MAR2024-663,Credit,Rent Payment,2024-03-01,7900.71,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240301-663
664,664,Rent Payment - Billing #664,FRNT-APR2024-664,Credit,Rent Payment,2024-04-01,8139.14,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240401-664
665,665,Rent Payment - Billing #665,FRNT-MAY2024-665,Credit,Rent Payment,2024-05-01,8016.01,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240501-665
666,666,Rent Payment - Billing #666,FRNT-JUN2024-666,Credit,Rent Payment,2024-06-01,8067.20,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240601-666
667,667,Rent Payment - Billing #667,FRNT-JUL2024-667,Credit,Rent Payment,2024-07-01,7895.69,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240701-667
668,668,Rent Payment - Billing #668,FRNT-AUG2024-668,Credit,Rent Payment,2024-08-01,7557.43,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240801-668
669,669,Rent Payment - Billing #669,FRNT-SEP2024-669,Credit,Rent Payment,2024-09-01,7807.59,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240901-669
670,670,Rent Payment - Billing #670,FRNT-OCT2024-670,Credit,Rent Payment,2024-10-01,7631.65,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20241001-670
671,671,Rent Payment - Billing #671,FRNT-NOV2024-671,Credit,Rent Payment,2024-11-01,7363.47,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20241101-671
672,672,Move-Out Settlement - Billing #672,FRNT-NOV2024-672,Credit,Rent Payment,2024-11-01,-6482.53,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20241101-672
673,673,Rent Payment - Billing #673,FRNT-DEC2023-673,Credit,Rent Payment,2023-12-01,12317.98,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20231201-673
674,674,Rent Payment - Billing #674,FRNT-JAN2024-674,Credit,Rent Payment,2024-01-01,13655.70,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240101-674
675,675,Rent Payment - Billing #675,FRNT-FEB2024-675,Credit,Rent Payment,2024-02-01,11560.79,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240201-675
676,676,Move-Out Settlement - Billing #676,FRNT-FEB2024-676,Credit,Rent Payment,2024-02-01,-9289.21,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240201-676
677,677,Rent Payment - Billing #677,FRNT-JAN2024-677,Credit,Rent Payment,2024-01-01,15060.08,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240101-677
678,678,Rent Payment - Billing #678,FRNT-FEB2024-678,Credit,Rent Payment,2024-02-01,15610.31,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240201-678
679,679,Rent Payment - Billing #679,FRNT-MAR2024-679,Credit,Rent Payment,2024-03-01,14694.61,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240301-679
680,680,Move-Out Settlement - Billing #680,FRNT-MAR2024-680,Credit,Rent Payment,2024-03-01,-11431.39,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240301-680
681,681,Rent Payment - Billing #681,FRNT-JAN2024-681,Credit,Rent Payment,2024-01-01,8921.45,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240101-681
682,682,Rent Payment - Billing #682,FRNT-FEB2024-682,Credit,Rent Payment,2024-02-01,9322.58,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240201-682
683,683,Rent Payment - Billing #683,FRNT-MAR2024-683,Credit,Rent Payment,2024-03-01,9279.85,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240301-683
684,684,Rent Payment - Billing #684,FRNT-APR2024-684,Credit,Rent Payment,2024-04-01,9584.62,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240401-684
685,685,Rent Payment - Billing #685,FRNT-MAY2024-685,Credit,Rent Payment,2024-05-01,9353.86,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240501-685
686,686,Rent Payment - Billing #686,FRNT-JUN2024-686,Credit,Rent Payment,2024-06-01,8307.05,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240601-686
687,687,Move-Out Settlement - Billing #687,FRNT-JUN2024-687,Credit,Rent Payment,2024-06-01,-5866.95,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240601-687
688,688,Rent Payment - Billing #688,FRNT-JAN2024-688,Credit,Rent Payment,2024-01-01,12416.58,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240101-688
689,689,Rent Payment - Billing #689,FRNT-FEB2024-689,Credit,Rent Payment,2024-02-01,12697.71,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240201-689
690,690,Rent Payment - Billing #690,FRNT-MAR2024-690,Credit,Rent Payment,2024-03-01,12460.03,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240301-690
691,691,Rent Payment - Billing #691,FRNT-APR2024-691,Credit,Rent Payment,2024-04-01,13186.93,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240401-691
692,692,Rent Payment - Billing #692,FRNT-MAY2024-692,Credit,Rent Payment,2024-05-01,13127.33,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240501-692
693,693,Rent Payment - Billing #693,FRNT-JUN2024-693,Credit,Rent Payment,2024-06-01,12114.01,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240601-693
694,694,Move-Out Settlement - Billing #694,FRNT-JUN2024-694,Credit,Rent Payment,2024-06-01,-9651.99,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240601-694
695,695,Rent Payment - Billing #695,FRNT-JAN2024-695,Credit,Rent Payment,2024-01-01,8505.07,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240101-695
696,696,Rent Payment - Billing #696,FRNT-FEB2024-696,Credit,Rent Payment,2024-02-01,8248.77,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240201-696
697,697,Rent Payment - Billing #697,FRNT-MAR2024-697,Credit,Rent Payment,2024-03-01,7974.42,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240301-697
698,698,Rent Payment - Billing #698,FRNT-APR2024-698,Credit,Rent Payment,2024-04-01,8186.44,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240401-698
699,699,Rent Payment - Billing #699,FRNT-MAY2024-699,Credit,Rent Payment,2024-05-01,8599.06,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240501-699
700,700,Rent Payment - Billing #700,FRNT-JUN2024-700,Credit,Rent Payment,2024-06-01,8070.60,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240601-700
701,701,Rent Payment - Billing #701,FRNT-JUL2024-701,Credit,Rent Payment,2024-07-01,7883.36,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240701-701
702,702,Rent Payment - Billing #702,FRNT-AUG2024-702,Credit,Rent Payment,2024-08-01,8531.18,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240801-702
703,703,Rent Payment - Billing #703,FRNT-SEP2024-703,Credit,Rent Payment,2024-09-01,8307.71,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240901-703
704,704,Rent Payment - Billing #704,FRNT-OCT2024-704,Credit,Rent Payment,2024-10-01,8273.01,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20241001-704
705,705,Rent Payment - Billing #705,FRNT-NOV2024-705,Credit,Rent Payment,2024-11-01,8407.77,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20241101-705
706,706,Rent Payment - Billing #706,FRNT-DEC2024-706,Credit,Rent Payment,2024-12-01,7945.87,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20241201-706
707,707,Move-Out Settlement - Billing #707,FRNT-DEC2024-707,Credit,Rent Payment,2024-12-01,-6764.13,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20241201-707
708,708,Rent Payment - Billing #708,FRNT-JAN2024-708,Credit,Rent Payment,2024-01-01,14227.01,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240101-708
709,709,Rent Payment - Billing #709,FRNT-FEB2024-709,Credit,Rent Payment,2024-02-01,14000.23,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240201-709
710,710,Rent Payment - Billing #710,FRNT-MAR2024-710,Credit,Rent Payment,2024-03-01,14787.43,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240301-710
711,711,Rent Payment - Billing #711,FRNT-APR2024-711,Credit,Rent Payment,2024-04-01,14659.21,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240401-711
712,712,Rent Payment - Billing #712,FRNT-MAY2024-712,Credit,Rent Payment,2024-05-01,15019.95,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240501-712
713,713,Rent Payment - Billing #713,FRNT-JUN2024-713,Credit,Rent Payment,2024-06-01,13837.79,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240601-713
714,714,Move-Out Settlement - Billing #714,FRNT-JUN2024-714,Credit,Rent Payment,2024-06-01,-11006.21,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240601-714
715,715,Rent Payment - Billing #715,FRNT-FEB2024-715,Credit,Rent Payment,2024-02-01,10573.99,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240201-715
716,716,Rent Payment - Billing #716,FRNT-MAR2024-716,Credit,Rent Payment,2024-03-01,10581.48,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240301-716
717,717,Rent Payment - Billing #717,FRNT-APR2024-717,Credit,Rent Payment,2024-04-01,10448.72,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240401-717
718,718,Move-Out Settlement - Billing #718,FRNT-APR2024-718,Credit,Rent Payment,2024-04-01,-8723.28,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240401-718
719,719,Move-In Payment - Billing #719,FRNT-JAN2024-719,Credit,Rent Payment,2024-01-01,18672.00,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240101-719
720,720,Rent Payment - Billing #720,FRNT-FEB2024-720,Credit,Rent Payment,2024-02-01,10073.99,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240201-720
721,721,Rent Payment - Billing #721,FRNT-MAR2024-721,Credit,Rent Payment,2024-03-01,10081.48,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240301-721
722,722,Rent Payment - Billing #722,FRNT-APR2024-722,Credit,Rent Payment,2024-04-01,9948.72,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240401-722
723,723,Rent Payment - Billing #723,FRNT-MAY2024-723,Credit,Rent Payment,2024-05-01,10033.12,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240501-723
724,724,Rent Payment - Billing #724,FRNT-JUN2024-724,Credit,Rent Payment,2024-06-01,9903.80,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240601-724
725,725,Rent Payment - Billing #725,FRNT-JUL2024-725,Credit,Rent Payment,2024-07-01,9871.60,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240701-725
726,726,Move-Out Settlement - Billing #726,FRNT-JUL2024-726,Credit,Rent Payment,2024-07-01,-8800.40,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240701-726
727,727,Rent Payment - Billing #727,FRNT-FEB2024-727,Credit,Rent Payment,2024-02-01,13387.10,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240201-727
728,728,Rent Payment - Billing #728,FRNT-MAR2024-728,Credit,Rent Payment,2024-03-01,13418.34,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240301-728
729,729,Rent Payment - Billing #729,FRNT-APR2024-729,Credit,Rent Payment,2024-04-01,13117.50,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240401-729
730,730,Rent Payment - Billing #730,FRNT-MAY2024-730,Credit,Rent Payment,2024-05-01,13052.66,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240501-730
731,731,Rent Payment - Billing #731,FRNT-JUN2024-731,Credit,Rent Payment,2024-06-01,13442.81,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240601-731
732,732,Rent Payment - Billing #732,FRNT-JUL2024-732,Credit,Rent Payment,2024-07-01,13712.86,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240701-732
733,733,Rent Payment - Billing #733,FRNT-AUG2024-733,Credit,Rent Payment,2024-08-01,13375.61,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240801-733
734,734,Rent Payment - Billing #734,FRNT-SEP2024-734,Credit,Rent Payment,2024-09-01,13557.52,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240901-734
735,735,Rent Payment - Billing #735,FRNT-OCT2024-735,Credit,Rent Payment,2024-10-01,12966.75,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20241001-735
736,736,Rent Payment - Billing #736,FRNT-NOV2024-736,Credit,Rent Payment,2024-11-01,12704.57,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20241101-736
737,737,Rent Payment - Billing #737,FRNT-DEC2024-737,Credit,Rent Payment,2024-12-01,13522.04,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20241201-737
738,738,Rent Payment - Billing #738,FRNT-JAN2025-738,Credit,Rent Payment,2025-01-01,12858.09,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20250101-738
739,739,Move-Out Settlement - Billing #739,FRNT-JAN2025-739,Credit,Rent Payment,2025-01-01,-11733.91,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20250101-739
740,740,Move-In Payment - Billing #740,FRNT-JAN2024-740,Credit,Rent Payment,2024-01-01,14482.00,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Maya,OR-20240101-740
741,741,Rent Payment - Billing #741,FRNT-FEB2024-741,Credit,Rent Payment,2024-02-01,8369.11,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240201-741
742,742,Move-Out Settlement - Billing #742,FRNT-FEB2024-742,Credit,Rent Payment,2024-02-01,-6612.89,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240201-742
743,743,Rent Payment - Billing #743,FRNT-FEB2024-743,Credit,Rent Payment,2024-02-01,13887.10,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240201-743
744,744,Rent Payment - Billing #744,FRNT-MAR2024-744,Credit,Rent Payment,2024-03-01,13918.34,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240301-744
745,745,Rent Payment - Billing #745,FRNT-APR2024-745,Credit,Rent Payment,2024-04-01,13617.50,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240401-745
746,746,Move-Out Settlement - Billing #746,FRNT-APR2024-746,Credit,Rent Payment,2024-04-01,-11474.50,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,GCash,OR-20240401-746
747,747,Rent Payment - Billing #747,FRNT-MAR2024-747,Credit,Rent Payment,2024-03-01,11829.93,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Bank Transfer,OR-20240301-747
748,748,Rent Payment - Billing #748,FRNT-APR2024-748,Credit,Rent Payment,2024-04-01,13111.91,f,2026-05-07 21:28:50,2026-05-07 21:28:50,,Cash,OR-20240401-748
