utility_bill_id,unit_id,utility_type,billing_period,total_amount,tenant_count,per_tenant_amount,entered_by,created_at,updated_at,deleted_at
255,11,electricity,2026-01-01,1623.82,2,811.91,4,2026-05-07 21:26:25,2026-05-07 21:26:25,
256,11,water,2026-01-01,326.75,2,163.38,4,2026-05-07 21:26:25,2026-05-07 21:26:25,
257,11,electricity,2026-02-01,1438.64,2,719.32,4,2026-05-07 21:26:25,2026-05-07 21:26:25,
258,11,water,2026-02-01,441.60,2,220.80,4,2026-05-07 21:26:25,2026-05-07 21:26:25,
259,11,electricity,2026-03-01,2380.90,2,1190.45,4,2026-05-07 21:26:25,2026-05-07 21:26:25,
260,11,electricity,2026-04-01,1593.85,2,796.93,4,2026-05-07 21:26:25,2026-05-07 21:26:25,
261,11,water,2026-04-01,291.54,2,145.77,4,2026-05-07 21:26:25,2026-05-07 21:26:25,
262,11,electricity,2026-05-01,1349.26,3,449.75,4,2026-05-07 21:26:26,2026-05-07 21:26:26,
263,11,water,2026-05-01,390.99,3,130.33,4,2026-05-07 21:26:26,2026-05-07 21:26:26,
264,8,electricity,2021-09-01,1753.67,1,1753.67,3,2026-05-07 21:26:26,2026-05-07 21:26:26,
265,8,water,2021-09-01,416.62,1,416.62,3,2026-05-07 21:26:26,2026-05-07 21:26:26,
266,8,electricity,2021-10-01,1795.95,1,1795.95,3,2026-05-07 21:26:26,2026-05-07 21:26:26,
267,8,water,2021-10-01,371.04,1,371.04,3,2026-05-07 21:26:26,2026-05-07 21:26:26,
268,8,electricity,2021-11-01,2061.05,1,2061.05,3,2026-05-07 21:26:26,2026-05-07 21:26:26,
269,8,water,2021-11-01,364.42,1,364.42,3,2026-05-07 21:26:26,2026-05-07 21:26:26,
270,8,electricity,2021-12-01,1717.33,2,858.67,3,2026-05-07 21:26:26,2026-05-07 21:26:26,
271,8,electricity,2022-01-01,1661.62,2,830.81,3,2026-05-07 21:26:26,2026-05-07 21:26:26,
272,8,water,2022-01-01,313.74,2,156.87,3,2026-05-07 21:26:26,2026-05-07 21:26:26,
273,8,electricity,2022-02-01,1885.26,2,942.63,3,2026-05-07 21:26:26,2026-05-07 21:26:26,
274,8,electricity,2022-03-01,2259.52,2,1129.76,3,2026-05-07 21:26:26,2026-05-07 21:26:26,
275,8,water,2022-03-01,431.12,2,215.56,3,2026-05-07 21:26:26,2026-05-07 21:26:26,
276,8,electricity,2022-04-01,1861.06,3,620.35,3,2026-05-07 21:26:26,2026-05-07 21:26:26,
277,8,water,2022-04-01,364.38,3,121.46,3,2026-05-07 21:26:26,2026-05-07 21:26:26,
278,8,electricity,2022-05-01,2395.45,3,798.48,3,2026-05-07 21:26:27,2026-05-07 21:26:27,
279,8,electricity,2022-06-01,2405.22,2,1202.61,3,2026-05-07 21:26:27,2026-05-07 21:26:27,
280,8,water,2022-06-01,440.53,2,220.27,3,2026-05-07 21:26:27,2026-05-07 21:26:27,
281,8,electricity,2022-07-01,1674.82,2,837.41,3,2026-05-07 21:26:27,2026-05-07 21:26:27,
282,8,electricity,2022-08-01,1642.98,2,821.49,3,2026-05-07 21:26:27,2026-05-07 21:26:27,
283,8,water,2022-08-01,493.83,2,246.92,3,2026-05-07 21:26:27,2026-05-07 21:26:27,
284,8,electricity,2022-09-01,2212.69,2,1106.35,3,2026-05-07 21:26:27,2026-05-07 21:26:27,
285,8,water,2022-09-01,224.52,2,112.26,3,2026-05-07 21:26:27,2026-05-07 21:26:27,
286,8,electricity,2022-10-01,1700.96,2,850.48,3,2026-05-07 21:26:27,2026-05-07 21:26:27,
287,8,electricity,2022-11-01,2088.21,2,1044.11,3,2026-05-07 21:26:27,2026-05-07 21:26:27,
288,8,water,2022-11-01,346.56,2,173.28,3,2026-05-07 21:26:27,2026-05-07 21:26:27,
289,8,electricity,2022-12-01,1976.30,3,658.77,3,2026-05-07 21:26:27,2026-05-07 21:26:27,
290,8,water,2022-12-01,375.23,3,125.08,3,2026-05-07 21:26:27,2026-05-07 21:26:27,
291,8,electricity,2023-01-01,2433.61,3,811.20,3,2026-05-07 21:26:28,2026-05-07 21:26:28,
292,8,electricity,2023-02-01,2272.13,2,1136.07,3,2026-05-07 21:26:28,2026-05-07 21:26:28,
293,8,water,2023-02-01,437.42,2,218.71,3,2026-05-07 21:26:28,2026-05-07 21:26:28,
294,8,electricity,2023-03-01,1656.99,2,828.50,3,2026-05-07 21:26:28,2026-05-07 21:26:28,
295,8,water,2023-03-01,371.92,2,185.96,3,2026-05-07 21:26:28,2026-05-07 21:26:28,
296,8,electricity,2023-04-01,2064.57,2,1032.29,3,2026-05-07 21:26:28,2026-05-07 21:26:28,
297,8,electricity,2023-05-01,1686.54,3,562.18,3,2026-05-07 21:26:28,2026-05-07 21:26:28,
298,8,water,2023-05-01,463.45,3,154.48,3,2026-05-07 21:26:28,2026-05-07 21:26:28,
299,8,electricity,2023-06-01,2405.24,3,801.75,3,2026-05-07 21:26:28,2026-05-07 21:26:28,
300,8,water,2023-06-01,356.45,3,118.82,3,2026-05-07 21:26:28,2026-05-07 21:26:28,
301,8,electricity,2023-07-01,1477.34,3,492.45,3,2026-05-07 21:26:28,2026-05-07 21:26:28,
302,8,electricity,2023-08-01,1746.24,2,873.12,3,2026-05-07 21:26:28,2026-05-07 21:26:28,
303,8,water,2023-08-01,276.56,2,138.28,3,2026-05-07 21:26:28,2026-05-07 21:26:28,
304,8,electricity,2023-09-01,2358.20,2,1179.10,3,2026-05-07 21:26:28,2026-05-07 21:26:28,
305,8,water,2023-09-01,395.67,2,197.84,3,2026-05-07 21:26:28,2026-05-07 21:26:28,
306,8,electricity,2023-10-01,1629.35,2,814.68,3,2026-05-07 21:26:29,2026-05-07 21:26:29,
307,8,water,2023-10-01,341.97,2,170.99,3,2026-05-07 21:26:29,2026-05-07 21:26:29,
308,8,electricity,2023-11-01,2013.08,2,1006.54,3,2026-05-07 21:26:29,2026-05-07 21:26:29,
309,8,electricity,2023-12-01,1859.18,2,929.59,3,2026-05-07 21:26:29,2026-05-07 21:26:29,
310,8,electricity,2024-01-01,2306.93,4,576.73,3,2026-05-07 21:26:29,2026-05-07 21:26:29,
311,8,electricity,2024-02-01,1739.61,2,869.81,3,2026-05-07 21:26:29,2026-05-07 21:26:29,
312,8,water,2024-02-01,442.58,2,221.29,3,2026-05-07 21:26:29,2026-05-07 21:26:29,
313,8,electricity,2024-03-01,1852.89,2,926.45,3,2026-05-07 21:26:29,2026-05-07 21:26:29,
314,8,water,2024-03-01,391.78,2,195.89,3,2026-05-07 21:26:29,2026-05-07 21:26:29,
315,8,electricity,2024-04-01,2464.50,3,821.50,3,2026-05-07 21:26:29,2026-05-07 21:26:29,
316,8,electricity,2024-05-01,2056.50,3,685.50,3,2026-05-07 21:26:29,2026-05-07 21:26:29,
317,8,water,2024-05-01,213.48,3,71.16,3,2026-05-07 21:26:29,2026-05-07 21:26:29,
318,8,electricity,2024-06-01,2293.61,2,1146.81,3,2026-05-07 21:26:29,2026-05-07 21:26:29,
319,8,electricity,2024-07-01,2462.75,2,1231.38,3,2026-05-07 21:26:30,2026-05-07 21:26:30,
320,8,water,2024-07-01,370.96,2,185.48,3,2026-05-07 21:26:30,2026-05-07 21:26:30,
321,8,electricity,2024-08-01,1713.50,2,856.75,3,2026-05-07 21:26:30,2026-05-07 21:26:30,
322,8,water,2024-08-01,445.71,2,222.86,3,2026-05-07 21:26:30,2026-05-07 21:26:30,
323,8,electricity,2024-09-01,2245.29,2,1122.65,3,2026-05-07 21:26:30,2026-05-07 21:26:30,
324,8,water,2024-09-01,277.73,2,138.87,3,2026-05-07 21:26:30,2026-05-07 21:26:30,
325,8,electricity,2024-10-01,1341.50,2,670.75,3,2026-05-07 21:26:30,2026-05-07 21:26:30,
326,8,electricity,2024-11-01,1225.70,3,408.57,3,2026-05-07 21:26:30,2026-05-07 21:26:30,
327,8,electricity,2024-12-01,2077.25,2,1038.63,3,2026-05-07 21:26:30,2026-05-07 21:26:30,
328,8,water,2024-12-01,374.81,2,187.41,3,2026-05-07 21:26:30,2026-05-07 21:26:30,
329,8,electricity,2025-01-01,1235.62,3,411.87,3,2026-05-07 21:26:30,2026-05-07 21:26:30,
330,8,water,2025-01-01,450.66,3,150.22,3,2026-05-07 21:26:30,2026-05-07 21:26:30,
331,8,electricity,2025-02-01,2391.67,3,797.22,3,2026-05-07 21:26:30,2026-05-07 21:26:30,
332,8,water,2025-02-01,430.97,3,143.66,3,2026-05-07 21:26:30,2026-05-07 21:26:30,
333,8,electricity,2025-03-01,1889.01,3,629.67,3,2026-05-07 21:26:30,2026-05-07 21:26:30,
334,8,electricity,2025-04-01,1478.41,4,369.60,3,2026-05-07 21:26:30,2026-05-07 21:26:30,
335,8,water,2025-04-01,311.31,4,77.83,3,2026-05-07 21:26:30,2026-05-07 21:26:30,
336,8,electricity,2025-05-01,1225.89,4,306.47,3,2026-05-07 21:26:31,2026-05-07 21:26:31,
337,8,water,2025-05-01,284.80,4,71.20,3,2026-05-07 21:26:31,2026-05-07 21:26:31,
338,8,electricity,2025-06-01,2287.67,3,762.56,3,2026-05-07 21:26:31,2026-05-07 21:26:31,
339,8,electricity,2025-07-01,1644.20,4,411.05,3,2026-05-07 21:26:31,2026-05-07 21:26:31,
340,8,electricity,2025-08-01,1648.21,3,549.40,3,2026-05-07 21:26:31,2026-05-07 21:26:31,
341,8,water,2025-08-01,380.05,3,126.68,3,2026-05-07 21:26:31,2026-05-07 21:26:31,
342,8,electricity,2025-09-01,1351.30,4,337.83,3,2026-05-07 21:26:31,2026-05-07 21:26:31,
343,8,electricity,2025-10-01,1805.34,3,601.78,3,2026-05-07 21:26:31,2026-05-07 21:26:31,
344,8,electricity,2025-11-01,1370.75,4,342.69,3,2026-05-07 21:26:31,2026-05-07 21:26:31,
345,8,electricity,2025-12-01,1225.87,3,408.62,3,2026-05-07 21:26:32,2026-05-07 21:26:32,
346,8,electricity,2026-01-01,2396.39,4,599.10,3,2026-05-07 21:26:32,2026-05-07 21:26:32,
347,8,electricity,2026-02-01,2410.02,3,803.34,3,2026-05-07 21:26:32,2026-05-07 21:26:32,
348,8,electricity,2026-03-01,2123.06,3,707.69,3,2026-05-07 21:26:32,2026-05-07 21:26:32,
349,8,water,2026-03-01,378.22,3,126.07,3,2026-05-07 21:26:32,2026-05-07 21:26:32,
350,8,electricity,2026-04-01,1228.98,3,409.66,3,2026-05-07 21:26:32,2026-05-07 21:26:32,
351,8,electricity,2026-05-01,1598.07,4,399.52,3,2026-05-07 21:26:32,2026-05-07 21:26:32,
352,8,water,2026-05-01,414.39,4,103.60,3,2026-05-07 21:26:32,2026-05-07 21:26:32,
353,19,electricity,2023-03-01,2453.00,1,2453.00,42,2026-05-07 21:26:32,2026-05-07 21:26:32,
354,19,electricity,2023-04-01,2350.13,1,2350.13,42,2026-05-07 21:26:32,2026-05-07 21:26:32,
355,19,electricity,2023-05-01,2011.86,1,2011.86,42,2026-05-07 21:26:32,2026-05-07 21:26:32,
356,19,water,2023-05-01,465.76,1,465.76,42,2026-05-07 21:26:32,2026-05-07 21:26:32,
357,19,electricity,2023-06-01,2320.26,1,2320.26,42,2026-05-07 21:26:32,2026-05-07 21:26:32,
358,19,water,2023-06-01,421.25,1,421.25,42,2026-05-07 21:26:32,2026-05-07 21:26:32,
359,19,electricity,2023-07-01,1346.70,1,1346.70,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
360,19,water,2023-07-01,494.05,1,494.05,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
361,19,electricity,2023-08-01,1553.35,1,1553.35,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
362,19,water,2023-08-01,363.05,1,363.05,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
363,19,electricity,2023-09-01,1294.46,2,647.23,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
364,19,water,2023-09-01,470.44,2,235.22,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
365,19,electricity,2023-10-01,1656.08,2,828.04,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
366,19,water,2023-10-01,355.55,2,177.78,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
367,19,electricity,2023-11-01,1446.75,2,723.38,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
368,19,electricity,2023-12-01,1432.72,1,1432.72,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
369,19,water,2023-12-01,210.26,1,210.26,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
370,19,electricity,2024-01-01,2496.21,1,2496.21,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
371,19,water,2024-01-01,484.49,1,484.49,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
372,19,electricity,2024-02-01,1771.57,2,885.79,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
373,19,electricity,2024-03-01,1377.90,1,1377.90,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
374,19,water,2024-03-01,277.03,1,277.03,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
375,19,electricity,2024-04-01,2449.28,1,2449.28,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
376,19,water,2024-04-01,487.63,1,487.63,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
377,19,electricity,2024-05-01,1474.88,1,1474.88,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
378,19,water,2024-05-01,378.37,1,378.37,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
379,19,electricity,2024-06-01,1585.91,1,1585.91,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
380,19,water,2024-06-01,461.65,1,461.65,42,2026-05-07 21:26:33,2026-05-07 21:26:33,
381,19,electricity,2024-07-01,1515.45,1,1515.45,42,2026-05-07 21:26:34,2026-05-07 21:26:34,
382,19,water,2024-07-01,224.20,1,224.20,42,2026-05-07 21:26:34,2026-05-07 21:26:34,
383,19,electricity,2024-08-01,1280.02,2,640.01,42,2026-05-07 21:26:34,2026-05-07 21:26:34,
384,19,water,2024-08-01,208.26,2,104.13,42,2026-05-07 21:26:34,2026-05-07 21:26:34,
385,19,electricity,2024-09-01,1257.48,1,1257.48,42,2026-05-07 21:26:34,2026-05-07 21:26:34,
386,19,water,2024-09-01,420.68,1,420.68,42,2026-05-07 21:26:34,2026-05-07 21:26:34,
387,19,electricity,2024-10-01,1687.08,1,1687.08,42,2026-05-07 21:26:34,2026-05-07 21:26:34,
388,19,water,2024-10-01,469.16,1,469.16,42,2026-05-07 21:26:34,2026-05-07 21:26:34,
389,19,electricity,2024-11-01,2323.06,1,2323.06,42,2026-05-07 21:26:34,2026-05-07 21:26:34,
390,19,electricity,2024-12-01,1683.40,1,1683.40,42,2026-05-07 21:26:34,2026-05-07 21:26:34,
391,19,water,2024-12-01,391.18,1,391.18,42,2026-05-07 21:26:34,2026-05-07 21:26:34,
392,19,electricity,2025-01-01,1241.79,1,1241.79,42,2026-05-07 21:26:34,2026-05-07 21:26:34,
393,19,electricity,2025-02-01,1422.32,2,711.16,42,2026-05-07 21:26:34,2026-05-07 21:26:34,
394,19,electricity,2025-03-01,1805.35,1,1805.35,42,2026-05-07 21:26:34,2026-05-07 21:26:34,
395,19,water,2025-03-01,467.67,1,467.67,42,2026-05-07 21:26:34,2026-05-07 21:26:34,
396,19,electricity,2025-04-01,1350.75,1,1350.75,42,2026-05-07 21:26:34,2026-05-07 21:26:34,
397,19,electricity,2025-05-01,2106.03,2,1053.02,42,2026-05-07 21:26:34,2026-05-07 21:26:34,
398,19,electricity,2025-06-01,2207.54,1,2207.54,42,2026-05-07 21:26:34,2026-05-07 21:26:34,
399,19,water,2025-06-01,421.14,1,421.14,42,2026-05-07 21:26:34,2026-05-07 21:26:34,
400,19,electricity,2025-07-01,1215.69,1,1215.69,42,2026-05-07 21:26:35,2026-05-07 21:26:35,
401,19,electricity,2025-08-01,1918.70,1,1918.70,42,2026-05-07 21:26:35,2026-05-07 21:26:35,
402,19,electricity,2025-09-01,2186.03,1,2186.03,42,2026-05-07 21:26:35,2026-05-07 21:26:35,
403,19,water,2025-09-01,232.25,1,232.25,42,2026-05-07 21:26:35,2026-05-07 21:26:35,
404,19,electricity,2025-10-01,2399.40,1,2399.40,42,2026-05-07 21:26:35,2026-05-07 21:26:35,
405,19,water,2025-10-01,265.24,1,265.24,42,2026-05-07 21:26:35,2026-05-07 21:26:35,
406,19,electricity,2025-11-01,1827.84,1,1827.84,42,2026-05-07 21:26:35,2026-05-07 21:26:35,
407,19,electricity,2025-12-01,1335.77,1,1335.77,42,2026-05-07 21:26:35,2026-05-07 21:26:35,
408,19,electricity,2026-01-01,1778.57,1,1778.57,42,2026-05-07 21:26:35,2026-05-07 21:26:35,
409,19,water,2026-01-01,489.06,1,489.06,42,2026-05-07 21:26:35,2026-05-07 21:26:35,
410,19,electricity,2026-02-01,2264.95,1,2264.95,42,2026-05-07 21:26:35,2026-05-07 21:26:35,
411,19,water,2026-02-01,284.33,1,284.33,42,2026-05-07 21:26:35,2026-05-07 21:26:35,
412,19,electricity,2026-03-01,1717.96,1,1717.96,42,2026-05-07 21:26:35,2026-05-07 21:26:35,
413,19,water,2026-03-01,271.56,1,271.56,42,2026-05-07 21:26:35,2026-05-07 21:26:35,
414,19,electricity,2026-04-01,2167.30,1,2167.30,42,2026-05-07 21:26:35,2026-05-07 21:26:35,
415,19,electricity,2026-05-01,1624.92,2,812.46,42,2026-05-07 21:26:35,2026-05-07 21:26:35,
416,25,electricity,2023-01-01,2420.59,1,2420.59,43,2026-05-07 21:26:35,2026-05-07 21:26:35,
417,25,water,2023-01-01,222.83,1,222.83,43,2026-05-07 21:26:35,2026-05-07 21:26:35,
418,25,electricity,2023-02-01,1677.66,1,1677.66,43,2026-05-07 21:26:35,2026-05-07 21:26:35,
419,25,water,2023-02-01,461.99,1,461.99,43,2026-05-07 21:26:35,2026-05-07 21:26:35,
420,25,electricity,2023-03-01,2258.18,1,2258.18,43,2026-05-07 21:26:36,2026-05-07 21:26:36,
421,25,water,2023-03-01,366.78,1,366.78,43,2026-05-07 21:26:36,2026-05-07 21:26:36,
422,25,electricity,2023-04-01,1570.09,2,785.05,43,2026-05-07 21:26:36,2026-05-07 21:26:36,
423,25,water,2023-04-01,303.60,2,151.80,43,2026-05-07 21:26:36,2026-05-07 21:26:36,
424,25,electricity,2023-05-01,1645.39,1,1645.39,43,2026-05-07 21:26:36,2026-05-07 21:26:36,
425,25,water,2023-05-01,466.91,1,466.91,43,2026-05-07 21:26:36,2026-05-07 21:26:36,
426,25,electricity,2023-06-01,2159.52,1,2159.52,43,2026-05-07 21:26:36,2026-05-07 21:26:36,
427,25,water,2023-06-01,219.55,1,219.55,43,2026-05-07 21:26:36,2026-05-07 21:26:36,
428,25,electricity,2023-07-01,1372.95,2,686.48,43,2026-05-07 21:26:36,2026-05-07 21:26:36,
429,25,water,2023-07-01,476.34,2,238.17,43,2026-05-07 21:26:36,2026-05-07 21:26:36,
430,25,electricity,2023-08-01,2000.66,2,1000.33,43,2026-05-07 21:26:36,2026-05-07 21:26:36,
431,25,water,2023-08-01,267.33,2,133.67,43,2026-05-07 21:26:36,2026-05-07 21:26:36,
432,25,electricity,2023-09-01,1698.64,2,849.32,43,2026-05-07 21:26:36,2026-05-07 21:26:36,
433,25,electricity,2023-10-01,2147.82,2,1073.91,43,2026-05-07 21:26:36,2026-05-07 21:26:36,
434,25,electricity,2023-11-01,1917.20,2,958.60,43,2026-05-07 21:26:36,2026-05-07 21:26:36,
435,25,water,2023-11-01,407.66,2,203.83,43,2026-05-07 21:26:36,2026-05-07 21:26:36,
436,25,electricity,2023-12-01,2352.11,2,1176.06,43,2026-05-07 21:26:36,2026-05-07 21:26:36,
437,25,electricity,2024-01-01,1313.15,2,656.58,43,2026-05-07 21:26:36,2026-05-07 21:26:36,
438,25,water,2024-01-01,341.75,2,170.88,43,2026-05-07 21:26:36,2026-05-07 21:26:36,
439,25,electricity,2024-02-01,1249.59,2,624.80,43,2026-05-07 21:26:37,2026-05-07 21:26:37,
440,25,water,2024-02-01,231.11,2,115.56,43,2026-05-07 21:26:37,2026-05-07 21:26:37,
441,25,electricity,2024-03-01,1361.72,2,680.86,43,2026-05-07 21:26:37,2026-05-07 21:26:37,
442,25,water,2024-03-01,419.22,2,209.61,43,2026-05-07 21:26:37,2026-05-07 21:26:37,
443,25,electricity,2024-04-01,1539.91,3,513.30,43,2026-05-07 21:26:37,2026-05-07 21:26:37,
444,25,water,2024-04-01,362.24,3,120.75,43,2026-05-07 21:26:37,2026-05-07 21:26:37,
445,25,electricity,2024-05-01,1403.83,2,701.92,43,2026-05-07 21:26:37,2026-05-07 21:26:37,
446,25,water,2024-05-01,226.19,2,113.10,43,2026-05-07 21:26:37,2026-05-07 21:26:37,
447,25,electricity,2024-06-01,1350.43,2,675.22,43,2026-05-07 21:26:37,2026-05-07 21:26:37,
448,25,water,2024-06-01,479.67,2,239.84,43,2026-05-07 21:26:37,2026-05-07 21:26:37,
449,25,electricity,2024-07-01,1658.33,3,552.78,43,2026-05-07 21:26:37,2026-05-07 21:26:37,
450,25,electricity,2024-08-01,1652.12,2,826.06,43,2026-05-07 21:26:37,2026-05-07 21:26:37,
451,25,water,2024-08-01,208.51,2,104.26,43,2026-05-07 21:26:37,2026-05-07 21:26:37,
452,25,electricity,2024-09-01,1866.12,2,933.06,43,2026-05-07 21:26:37,2026-05-07 21:26:37,
453,25,electricity,2024-10-01,1662.46,3,554.15,43,2026-05-07 21:26:37,2026-05-07 21:26:37,
454,25,electricity,2024-11-01,1276.24,2,638.12,43,2026-05-07 21:26:37,2026-05-07 21:26:37,
455,25,water,2024-11-01,358.31,2,179.16,43,2026-05-07 21:26:37,2026-05-07 21:26:37,
456,25,electricity,2024-12-01,1913.60,2,956.80,43,2026-05-07 21:26:37,2026-05-07 21:26:37,
457,25,water,2024-12-01,287.26,2,143.63,43,2026-05-07 21:26:37,2026-05-07 21:26:37,
458,25,electricity,2025-01-01,2121.91,2,1060.96,43,2026-05-07 21:26:38,2026-05-07 21:26:38,
459,25,electricity,2025-02-01,1779.16,2,889.58,43,2026-05-07 21:26:38,2026-05-07 21:26:38,
460,25,water,2025-02-01,377.54,2,188.77,43,2026-05-07 21:26:38,2026-05-07 21:26:38,
461,25,electricity,2025-03-01,1605.98,2,802.99,43,2026-05-07 21:26:38,2026-05-07 21:26:38,
462,25,water,2025-03-01,375.75,2,187.88,43,2026-05-07 21:26:38,2026-05-07 21:26:38,
463,25,electricity,2025-04-01,1905.25,3,635.08,43,2026-05-07 21:26:38,2026-05-07 21:26:38,
464,25,water,2025-04-01,211.99,3,70.66,43,2026-05-07 21:26:38,2026-05-07 21:26:38,
465,25,electricity,2025-05-01,1650.21,2,825.11,43,2026-05-07 21:26:38,2026-05-07 21:26:38,
466,25,water,2025-05-01,490.33,2,245.17,43,2026-05-07 21:26:38,2026-05-07 21:26:38,
467,25,electricity,2025-06-01,1540.48,2,770.24,43,2026-05-07 21:26:38,2026-05-07 21:26:38,
468,25,electricity,2025-07-01,2256.72,3,752.24,43,2026-05-07 21:26:38,2026-05-07 21:26:38,
469,25,water,2025-07-01,362.59,3,120.86,43,2026-05-07 21:26:38,2026-05-07 21:26:38,
470,25,electricity,2025-08-01,1372.36,2,686.18,43,2026-05-07 21:26:38,2026-05-07 21:26:38,
471,25,water,2025-08-01,419.16,2,209.58,43,2026-05-07 21:26:38,2026-05-07 21:26:38,
472,25,electricity,2025-09-01,1532.11,2,766.06,43,2026-05-07 21:26:38,2026-05-07 21:26:38,
473,25,electricity,2025-10-01,1339.69,2,669.85,43,2026-05-07 21:26:38,2026-05-07 21:26:38,
474,25,electricity,2025-11-01,1834.47,2,917.24,43,2026-05-07 21:26:38,2026-05-07 21:26:38,
475,25,water,2025-11-01,257.26,2,128.63,43,2026-05-07 21:26:38,2026-05-07 21:26:38,
476,25,electricity,2025-12-01,1775.96,2,887.98,43,2026-05-07 21:26:38,2026-05-07 21:26:38,
477,25,water,2025-12-01,381.95,2,190.98,43,2026-05-07 21:26:38,2026-05-07 21:26:38,
478,25,electricity,2026-01-01,1632.27,2,816.14,43,2026-05-07 21:26:39,2026-05-07 21:26:39,
479,25,electricity,2026-02-01,1776.63,2,888.32,43,2026-05-07 21:26:39,2026-05-07 21:26:39,
480,25,water,2026-02-01,257.64,2,128.82,43,2026-05-07 21:26:39,2026-05-07 21:26:39,
481,25,electricity,2026-03-01,1877.41,2,938.71,43,2026-05-07 21:26:39,2026-05-07 21:26:39,
482,25,electricity,2026-04-01,2463.93,3,821.31,43,2026-05-07 21:26:39,2026-05-07 21:26:39,
483,25,electricity,2026-05-01,1367.21,2,683.61,43,2026-05-07 21:26:39,2026-05-07 21:26:39,
484,25,water,2026-05-01,319.63,2,159.82,43,2026-05-07 21:26:39,2026-05-07 21:26:39,
485,34,electricity,2024-01-01,1657.67,1,1657.67,43,2026-05-07 21:26:39,2026-05-07 21:26:39,
486,34,water,2024-01-01,354.49,1,354.49,43,2026-05-07 21:26:39,2026-05-07 21:26:39,
487,34,electricity,2024-02-01,1256.21,2,628.11,43,2026-05-07 21:26:39,2026-05-07 21:26:39,
488,34,electricity,2024-03-01,2459.57,1,2459.57,43,2026-05-07 21:26:39,2026-05-07 21:26:39,
489,34,water,2024-03-01,372.73,1,372.73,43,2026-05-07 21:26:39,2026-05-07 21:26:39,
490,34,electricity,2024-04-01,2180.49,1,2180.49,43,2026-05-07 21:26:39,2026-05-07 21:26:39,
491,34,electricity,2024-05-01,1676.17,2,838.09,43,2026-05-07 21:26:39,2026-05-07 21:26:39,
492,34,water,2024-05-01,310.10,2,155.05,43,2026-05-07 21:26:39,2026-05-07 21:26:39,
493,34,electricity,2024-06-01,1230.08,1,1230.08,43,2026-05-07 21:26:39,2026-05-07 21:26:39,
494,34,water,2024-06-01,360.29,1,360.29,43,2026-05-07 21:26:39,2026-05-07 21:26:39,
495,34,electricity,2024-07-01,2332.71,1,2332.71,43,2026-05-07 21:26:39,2026-05-07 21:26:39,
496,34,electricity,2024-08-01,2375.61,1,2375.61,43,2026-05-07 21:26:40,2026-05-07 21:26:40,
497,34,water,2024-08-01,283.25,1,283.25,43,2026-05-07 21:26:40,2026-05-07 21:26:40,
498,34,electricity,2024-09-01,1538.00,1,1538.00,43,2026-05-07 21:26:40,2026-05-07 21:26:40,
499,34,electricity,2024-10-01,1992.33,1,1992.33,43,2026-05-07 21:26:40,2026-05-07 21:26:40,
500,34,water,2024-10-01,359.20,1,359.20,43,2026-05-07 21:26:40,2026-05-07 21:26:40,
501,34,electricity,2024-11-01,1368.73,2,684.37,43,2026-05-07 21:26:40,2026-05-07 21:26:40,
502,34,electricity,2024-12-01,2114.43,1,2114.43,43,2026-05-07 21:26:40,2026-05-07 21:26:40,
503,34,electricity,2025-01-01,1869.46,1,1869.46,43,2026-05-07 21:26:40,2026-05-07 21:26:40,
504,34,water,2025-01-01,488.84,1,488.84,43,2026-05-07 21:26:40,2026-05-07 21:26:40,
505,34,electricity,2025-02-01,2107.31,2,1053.66,43,2026-05-07 21:26:40,2026-05-07 21:26:40,
506,34,electricity,2025-03-01,1805.18,1,1805.18,43,2026-05-07 21:26:40,2026-05-07 21:26:40,
507,34,water,2025-03-01,223.97,1,223.97,43,2026-05-07 21:26:40,2026-05-07 21:26:40,
508,34,electricity,2025-04-01,1416.09,1,1416.09,43,2026-05-07 21:26:40,2026-05-07 21:26:40,
509,34,electricity,2025-05-01,1440.23,1,1440.23,43,2026-05-07 21:26:40,2026-05-07 21:26:40,
510,34,water,2025-05-01,277.90,1,277.90,43,2026-05-07 21:26:40,2026-05-07 21:26:40,
511,34,electricity,2025-06-01,2237.87,1,2237.87,43,2026-05-07 21:26:40,2026-05-07 21:26:40,
