lease_id,tenant_id,bed_id,status,term,shift,auto_renew,start_date,end_date,contract_rate,advance_amount,security_deposit,move_in,move_out,created_at,updated_at,deleted_at,monthly_due_date,late_payment_penalty,short_term_premium,reservation_fee_paid,early_termination_fee,forwarding_address,reason_for_vacating,deposit_refund_method,deposit_refund_account,tenant_signature,tenant_signed_at,tenant_signed_ip,owner_signature,owner_signed_at,owner_signed_ip,signed_contract_path,contract_agreed,moveout_tenant_signature,moveout_tenant_signed_at,moveout_tenant_signed_ip,moveout_owner_signature,moveout_owner_signed_at,moveout_owner_signed_ip,moveout_contract_agreed,moveout_signed_contract_path,contract_status,deposit_refund_amount,deposit_deductions,move_out_initiated_at,moveout_contract_status,manager_signature,manager_signed_at,manager_signed_ip,moveout_manager_signature,moveout_manager_signed_at,moveout_manager_signed_ip,deposit_interest_amount,deposit_refund_deadline,deposit_refund_completed_at,deposit_refund_reference,termination_reason,approval_status,approved_by,approved_at,rejection_reason,forwarding_province_id,forwarding_city_id,forwarding_barangay_id,forwarding_street
54,18,105,Expired,12,Morning,t,2023-10-01,2024-10-01,9336.00,9336.00,9336.00,2023-10-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2023-09-30 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2023-09-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2023-09-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
55,18,105,Expired,1,Morning,t,2024-10-01,2024-11-01,9336.00,9336.00,9336.00,2024-10-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2024-09-27 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2024-09-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2024-09-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
56,18,105,Expired,6,Morning,t,2024-11-01,2025-05-01,9336.00,9336.00,9336.00,2024-11-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2024-10-30 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2024-10-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-10-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
57,18,105,Expired,1,Morning,t,2025-05-01,2025-06-01,9336.00,9336.00,9336.00,2025-05-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2025-04-30 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2025-04-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2025-04-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
58,18,105,Active,12,Morning,f,2025-06-01,2026-06-01,9336.00,9336.00,9336.00,2025-06-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2025-05-27 00:00:00,127.0.0.1,,,,,t,,,,,,,f,,pending_signatures,,,,draft,,,,,,,,,,,,approved,,,,,,,
59,33,15,Expired,3,Morning,t,2021-09-01,2021-12-01,12296.00,12296.00,12296.00,2021-09-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2021-08-30 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2021-08-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2021-08-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
60,33,15,Expired,12,Morning,t,2021-12-01,2022-12-01,12296.00,12296.00,12296.00,2021-12-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2021-11-26 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2021-11-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2021-11-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
61,33,15,Expired,1,Morning,t,2022-12-01,2023-01-01,12296.00,12296.00,12296.00,2022-12-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2022-11-25 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2022-11-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2022-11-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
62,33,15,Expired,12,Morning,t,2023-01-01,2024-01-01,12296.00,12296.00,12296.00,2023-01-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2022-12-26 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2022-12-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2022-12-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
63,33,15,Expired,3,Morning,t,2024-01-01,2024-04-01,12296.00,12296.00,12296.00,2024-01-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2023-12-25 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2023-12-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2023-12-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
64,33,15,Expired,1,Morning,t,2024-04-01,2024-05-01,12296.00,12296.00,12296.00,2024-04-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2024-03-30 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2024-03-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2024-03-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
65,33,15,Expired,6,Morning,t,2024-05-01,2024-11-01,12296.00,12296.00,12296.00,2024-05-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2024-04-24 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2024-04-24 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2024-04-24 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
66,33,15,Expired,3,Morning,t,2024-11-01,2025-02-01,12296.00,12296.00,12296.00,2024-11-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2024-10-27 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2024-10-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2024-10-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
67,33,15,Expired,3,Morning,t,2025-02-01,2025-05-01,12296.00,12296.00,12296.00,2025-02-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2025-01-25 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2025-01-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2025-01-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
68,33,15,Expired,6,Morning,t,2025-05-01,2025-11-01,12296.00,12296.00,12296.00,2025-05-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2025-04-24 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2025-04-24 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2025-04-24 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
69,33,15,Expired,6,Morning,t,2025-11-01,2026-05-01,12296.00,12296.00,12296.00,2025-11-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2025-10-28 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2025-10-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2025-10-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
70,33,15,Active,3,Morning,f,2026-05-01,2026-08-01,12296.00,12296.00,12296.00,2026-05-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2026-04-29 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2026-04-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2026-04-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
71,35,14,Expired,3,Morning,t,2022-01-01,2022-04-01,12296.00,12296.00,12296.00,2022-01-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2021-12-25 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2021-12-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2021-12-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
72,35,14,Expired,1,Morning,t,2022-04-01,2022-05-01,12296.00,12296.00,12296.00,2022-04-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2022-03-31 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2022-03-31 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2022-03-31 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
73,35,14,Expired,12,Morning,t,2022-05-01,2023-05-01,12296.00,12296.00,12296.00,2022-05-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2022-04-29 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2022-04-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2022-04-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
149,20,37,Active,3,Morning,f,2026-04-01,2026-07-01,7355.00,7355.00,7355.00,2026-04-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2026-03-29 00:00:00,127.0.0.1,,,,,t,,,,,,,f,,pending_owner,,,,draft,,,,,,,,,,,,approved,,,,,,,
74,35,14,Expired,1,Morning,t,2023-05-01,2023-06-01,12296.00,12296.00,12296.00,2023-05-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2023-04-30 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2023-04-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2023-04-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
75,35,14,Expired,1,Morning,t,2023-06-01,2023-07-01,12296.00,12296.00,12296.00,2023-06-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2023-05-28 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2023-05-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2023-05-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
76,35,14,Expired,6,Morning,t,2023-07-01,2024-01-01,12296.00,12296.00,12296.00,2023-07-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2023-06-28 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2023-06-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2023-06-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
77,35,14,Expired,12,Morning,t,2024-01-01,2025-01-01,12296.00,12296.00,12296.00,2024-01-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2023-12-31 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2023-12-31 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2023-12-31 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
78,35,14,Expired,3,Morning,t,2025-01-01,2025-04-01,12296.00,12296.00,12296.00,2025-01-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2024-12-31 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2024-12-31 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2024-12-31 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
79,35,14,Expired,3,Morning,t,2025-04-01,2025-07-01,12296.00,12296.00,12296.00,2025-04-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2025-03-25 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2025-03-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2025-03-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
80,35,14,Expired,6,Morning,t,2025-07-01,2026-01-01,12296.00,12296.00,12296.00,2025-07-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2025-06-27 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2025-06-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2025-06-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
81,35,14,Active,12,Morning,f,2026-01-01,2027-01-01,12296.00,12296.00,12296.00,2026-01-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,,,,,,,,f,,,,,,,f,,draft,,,,draft,,,,,,,,,,,,approved,,,,,,,
82,28,6,Expired,12,Morning,t,2024-11-01,2025-11-01,11815.00,11815.00,11815.00,2024-11-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2024-10-30 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2024-10-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2024-10-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
83,28,6,Expired,1,Morning,t,2025-11-01,2025-12-01,11815.00,11815.00,11815.00,2025-11-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2025-10-28 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2025-10-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2025-10-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
84,28,6,Expired,3,Morning,t,2025-12-01,2026-03-01,11815.00,11815.00,11815.00,2025-12-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2025-11-29 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2025-11-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2025-11-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
85,28,6,Active,3,Morning,f,2026-03-01,2026-06-01,11815.00,11815.00,11815.00,2026-03-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2026-02-23 00:00:00,127.0.0.1,,,,,t,,,,,,,f,,pending_owner,,,,draft,,,,,,,,,,,,approved,,,,,,,
86,23,59,Expired,3,Morning,t,2023-01-01,2023-04-01,13743.00,13743.00,13743.00,2023-01-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2022-12-25 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2022-12-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2022-12-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
87,23,59,Expired,12,Morning,t,2023-04-01,2024-04-01,13743.00,13743.00,13743.00,2023-04-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2023-03-28 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2023-03-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2023-03-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
88,23,59,Expired,6,Morning,t,2024-04-01,2024-10-01,13743.00,13743.00,13743.00,2024-04-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2024-03-29 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2024-03-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2024-03-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
89,23,59,Expired,6,Morning,t,2024-10-01,2025-04-01,13743.00,13743.00,13743.00,2024-10-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2024-09-28 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2024-09-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-09-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
90,23,59,Expired,12,Morning,t,2025-04-01,2026-04-01,13743.00,13743.00,13743.00,2025-04-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2025-03-30 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2025-03-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2025-03-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
91,23,59,Active,3,Morning,f,2026-04-01,2026-07-01,13743.00,13743.00,13743.00,2026-04-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2026-03-25 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2026-03-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2026-03-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
92,25,32,Expired,1,Morning,t,2023-09-01,2023-10-01,12151.00,12151.00,12151.00,2023-09-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2023-08-26 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2023-08-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2023-08-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
93,25,32,Expired,6,Morning,t,2023-10-01,2024-04-01,12151.00,12151.00,12151.00,2023-10-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2023-09-30 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2023-09-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2023-09-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
94,25,32,Expired,6,Morning,t,2024-04-01,2024-10-01,12151.00,12151.00,12151.00,2024-04-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2024-03-27 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2024-03-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2024-03-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
95,25,32,Expired,12,Morning,t,2024-10-01,2025-10-01,12151.00,12151.00,12151.00,2024-10-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2024-09-26 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2024-09-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2024-09-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
96,25,32,Active,12,Morning,f,2025-10-01,2026-10-01,12151.00,12151.00,12151.00,2025-10-01,,2026-05-07 21:26:04,2026-05-07 21:26:04,,1,1.00,0.00,0.00,0.00,,,,,,,,,,,,f,,,,,,,f,,draft,,,,draft,,,,,,,,,,,,approved,,,,,,,
97,15,49,Expired,6,Morning,t,2023-05-01,2023-11-01,6328.00,6328.00,6328.00,2023-05-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2023-04-28 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2023-04-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2023-04-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
98,15,49,Expired,6,Morning,t,2023-11-01,2024-05-01,6328.00,6328.00,6328.00,2023-11-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2023-10-31 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2023-10-31 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2023-10-31 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
99,15,49,Expired,1,Morning,t,2024-05-01,2024-06-01,6328.00,6328.00,6328.00,2024-05-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2024-04-27 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2024-04-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2024-04-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
100,15,49,Expired,12,Morning,t,2024-06-01,2025-06-01,6328.00,6328.00,6328.00,2024-06-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2024-05-30 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2024-05-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-05-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
101,15,49,Expired,6,Morning,t,2025-06-01,2025-12-01,6328.00,6328.00,6328.00,2025-06-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2025-05-30 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2025-05-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2025-05-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
102,15,49,Active,6,Morning,f,2025-12-01,2026-06-01,6328.00,6328.00,6328.00,2025-12-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2025-11-29 00:00:00,127.0.0.1,,,,,t,,,,,,,f,,pending_owner,,,,draft,,,,,,,,,,,,approved,,,,,,,
103,30,106,Expired,6,Morning,t,2024-01-01,2024-07-01,9336.00,9336.00,9336.00,2024-01-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2023-12-26 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2023-12-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2023-12-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
104,30,106,Expired,3,Morning,t,2024-07-01,2024-10-01,9336.00,9336.00,9336.00,2024-07-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2024-06-29 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2024-06-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-06-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
105,30,106,Expired,3,Morning,t,2024-10-01,2025-01-01,9336.00,9336.00,9336.00,2024-10-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2024-09-26 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2024-09-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2024-09-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
106,30,106,Expired,3,Morning,t,2025-01-01,2025-04-01,9336.00,9336.00,9336.00,2025-01-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2024-12-29 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2024-12-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2024-12-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
107,30,106,Expired,6,Morning,t,2025-04-01,2025-10-01,9336.00,9336.00,9336.00,2025-04-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2025-03-27 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2025-03-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2025-03-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
