table,data_json
barangays,"{""id"": ""2358"", ""psgc_code"": ""015518020"", ""name"": ""Mangin"", ""city_id"": ""95"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2359"", ""psgc_code"": ""015518021"", ""name"": ""Mayombo"", ""city_id"": ""95"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2360"", ""psgc_code"": ""015518022"", ""name"": ""Pantal"", ""city_id"": ""95"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2361"", ""psgc_code"": ""015518023"", ""name"": ""Poblacion Oeste"", ""city_id"": ""95"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2362"", ""psgc_code"": ""015518024"", ""name"": ""Barangay I"", ""city_id"": ""95"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2363"", ""psgc_code"": ""015518025"", ""name"": ""Pogo Chico"", ""city_id"": ""95"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2364"", ""psgc_code"": ""015518026"", ""name"": ""Pogo Grande"", ""city_id"": ""95"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2365"", ""psgc_code"": ""015518027"", ""name"": ""Pugaro Suit"", ""city_id"": ""95"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2366"", ""psgc_code"": ""015518028"", ""name"": ""Salapingao"", ""city_id"": ""95"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2367"", ""psgc_code"": ""015518029"", ""name"": ""Salisay"", ""city_id"": ""95"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2368"", ""psgc_code"": ""015518030"", ""name"": ""Tambac"", ""city_id"": ""95"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2369"", ""psgc_code"": ""015518031"", ""name"": ""Tapuac"", ""city_id"": ""95"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2370"", ""psgc_code"": ""015518032"", ""name"": ""Tebeng"", ""city_id"": ""95"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2371"", ""psgc_code"": ""015519001"", ""name"": ""Alilao"", ""city_id"": ""96"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2372"", ""psgc_code"": ""015519002"", ""name"": ""Amalbalan"", ""city_id"": ""96"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2373"", ""psgc_code"": ""015519003"", ""name"": ""Bobonot"", ""city_id"": ""96"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2374"", ""psgc_code"": ""015519004"", ""name"": ""Eguia"", ""city_id"": ""96"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2375"", ""psgc_code"": ""015519005"", ""name"": ""Gais-Guipe"", ""city_id"": ""96"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2376"", ""psgc_code"": ""015519006"", ""name"": ""Hermosa"", ""city_id"": ""96"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2377"", ""psgc_code"": ""015519007"", ""name"": ""Macalang"", ""city_id"": ""96"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2378"", ""psgc_code"": ""015519008"", ""name"": ""Magsaysay"", ""city_id"": ""96"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2379"", ""psgc_code"": ""015519010"", ""name"": ""Malacapas"", ""city_id"": ""96"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2380"", ""psgc_code"": ""015519011"", ""name"": ""Malimpin"", ""city_id"": ""96"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2381"", ""psgc_code"": ""015519012"", ""name"": ""Osmeña"", ""city_id"": ""96"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2382"", ""psgc_code"": ""015519013"", ""name"": ""Petal"", ""city_id"": ""96"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2383"", ""psgc_code"": ""015519014"", ""name"": ""Poblacion"", ""city_id"": ""96"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2384"", ""psgc_code"": ""015519015"", ""name"": ""San Vicente"", ""city_id"": ""96"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2385"", ""psgc_code"": ""015519016"", ""name"": ""Tambac"", ""city_id"": ""96"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2386"", ""psgc_code"": ""015519017"", ""name"": ""Tambobong"", ""city_id"": ""96"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2387"", ""psgc_code"": ""015519018"", ""name"": ""Uli"", ""city_id"": ""96"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2388"", ""psgc_code"": ""015519019"", ""name"": ""Viga"", ""city_id"": ""96"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2389"", ""psgc_code"": ""015520002"", ""name"": ""Bamban"", ""city_id"": ""97"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2390"", ""psgc_code"": ""015520003"", ""name"": ""Batang"", ""city_id"": ""97"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2391"", ""psgc_code"": ""015520004"", ""name"": ""Bayambang"", ""city_id"": ""97"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2392"", ""psgc_code"": ""015520005"", ""name"": ""Cato"", ""city_id"": ""97"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2393"", ""psgc_code"": ""015520006"", ""name"": ""Doliman"", ""city_id"": ""97"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2394"", ""psgc_code"": ""015520007"", ""name"": ""Fatima"", ""city_id"": ""97"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2395"", ""psgc_code"": ""015520008"", ""name"": ""Maya"", ""city_id"": ""97"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2396"", ""psgc_code"": ""015520009"", ""name"": ""Nangalisan"", ""city_id"": ""97"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2397"", ""psgc_code"": ""015520010"", ""name"": ""Nayom"", ""city_id"": ""97"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2398"", ""psgc_code"": ""015520011"", ""name"": ""Pita"", ""city_id"": ""97"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2399"", ""psgc_code"": ""015520012"", ""name"": ""Poblacion"", ""city_id"": ""97"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2400"", ""psgc_code"": ""015520013"", ""name"": ""Potol"", ""city_id"": ""97"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2401"", ""psgc_code"": ""015520014"", ""name"": ""Babuyan"", ""city_id"": ""97"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2402"", ""psgc_code"": ""015521001"", ""name"": ""Bolo"", ""city_id"": ""98"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2403"", ""psgc_code"": ""015521002"", ""name"": ""Bongalon"", ""city_id"": ""98"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2404"", ""psgc_code"": ""015521003"", ""name"": ""Dulig"", ""city_id"": ""98"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2405"", ""psgc_code"": ""015521004"", ""name"": ""Laois"", ""city_id"": ""98"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2406"", ""psgc_code"": ""015521005"", ""name"": ""Magsaysay"", ""city_id"": ""98"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2407"", ""psgc_code"": ""015521006"", ""name"": ""Poblacion"", ""city_id"": ""98"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2408"", ""psgc_code"": ""015521007"", ""name"": ""San Gonzalo"", ""city_id"": ""98"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2409"", ""psgc_code"": ""015521008"", ""name"": ""San Jose"", ""city_id"": ""98"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2410"", ""psgc_code"": ""015521009"", ""name"": ""Tobuan"", ""city_id"": ""98"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2411"", ""psgc_code"": ""015521010"", ""name"": ""Uyong"", ""city_id"": ""98"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2412"", ""psgc_code"": ""015522001"", ""name"": ""Aliwekwek"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2413"", ""psgc_code"": ""015522002"", ""name"": ""Baay"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2414"", ""psgc_code"": ""015522003"", ""name"": ""Balangobong"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2415"", ""psgc_code"": ""015522004"", ""name"": ""Balococ"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2416"", ""psgc_code"": ""015522006"", ""name"": ""Bantayan"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2417"", ""psgc_code"": ""015522007"", ""name"": ""Basing"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2418"", ""psgc_code"": ""015522008"", ""name"": ""Capandanan"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2419"", ""psgc_code"": ""015522009"", ""name"": ""Domalandan Center"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2420"", ""psgc_code"": ""015522010"", ""name"": ""Domalandan East"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2421"", ""psgc_code"": ""015522011"", ""name"": ""Domalandan West"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2422"", ""psgc_code"": ""015522013"", ""name"": ""Dorongan"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2423"", ""psgc_code"": ""015522014"", ""name"": ""Dulag"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2424"", ""psgc_code"": ""015522015"", ""name"": ""Estanza"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2425"", ""psgc_code"": ""015522016"", ""name"": ""Lasip"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2426"", ""psgc_code"": ""015522017"", ""name"": ""Libsong East"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2427"", ""psgc_code"": ""015522018"", ""name"": ""Libsong West"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2428"", ""psgc_code"": ""015522019"", ""name"": ""Malawa"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2429"", ""psgc_code"": ""015522020"", ""name"": ""Malimpuec"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2430"", ""psgc_code"": ""015522021"", ""name"": ""Maniboc"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2431"", ""psgc_code"": ""015522022"", ""name"": ""Matalava"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2432"", ""psgc_code"": ""015522023"", ""name"": ""Naguelguel"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2433"", ""psgc_code"": ""015522025"", ""name"": ""Namolan"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2434"", ""psgc_code"": ""015522026"", ""name"": ""Pangapisan North"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2435"", ""psgc_code"": ""015522027"", ""name"": ""Pangapisan Sur"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2436"", ""psgc_code"": ""015522028"", ""name"": ""Poblacion"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2437"", ""psgc_code"": ""015522029"", ""name"": ""Quibaol"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2438"", ""psgc_code"": ""015522030"", ""name"": ""Rosario"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2439"", ""psgc_code"": ""015522031"", ""name"": ""Sabangan"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2440"", ""psgc_code"": ""015522032"", ""name"": ""Talogtog"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2441"", ""psgc_code"": ""015522033"", ""name"": ""Tonton"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2442"", ""psgc_code"": ""015522034"", ""name"": ""Tumbar"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2443"", ""psgc_code"": ""015522035"", ""name"": ""Wawa"", ""city_id"": ""99"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2444"", ""psgc_code"": ""015523002"", ""name"": ""Bacnit"", ""city_id"": ""100"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2445"", ""psgc_code"": ""015523003"", ""name"": ""Barlo"", ""city_id"": ""100"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2446"", ""psgc_code"": ""015523005"", ""name"": ""Caabiangaan"", ""city_id"": ""100"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2447"", ""psgc_code"": ""015523006"", ""name"": ""Cabanaetan"", ""city_id"": ""100"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2448"", ""psgc_code"": ""015523007"", ""name"": ""Cabinuangan"", ""city_id"": ""100"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2449"", ""psgc_code"": ""015523008"", ""name"": ""Calzada"", ""city_id"": ""100"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2450"", ""psgc_code"": ""015523009"", ""name"": ""Caranglaan"", ""city_id"": ""100"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2451"", ""psgc_code"": ""015523010"", ""name"": ""De Guzman"", ""city_id"": ""100"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2452"", ""psgc_code"": ""015523012"", ""name"": ""Luna"", ""city_id"": ""100"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2453"", ""psgc_code"": ""015523013"", ""name"": ""Magalong"", ""city_id"": ""100"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2454"", ""psgc_code"": ""015523014"", ""name"": ""Nibaliw"", ""city_id"": ""100"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2455"", ""psgc_code"": ""015523015"", ""name"": ""Patar"", ""city_id"": ""100"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2456"", ""psgc_code"": ""015523016"", ""name"": ""Poblacion"", ""city_id"": ""100"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2457"", ""psgc_code"": ""015523017"", ""name"": ""San Pedro"", ""city_id"": ""100"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2458"", ""psgc_code"": ""015523018"", ""name"": ""Tagudin"", ""city_id"": ""100"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2459"", ""psgc_code"": ""015523020"", ""name"": ""Villacorta"", ""city_id"": ""100"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2460"", ""psgc_code"": ""015524001"", ""name"": ""Abonagan"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2461"", ""psgc_code"": ""015524002"", ""name"": ""Agdao"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2462"", ""psgc_code"": ""015524003"", ""name"": ""Alacan"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2463"", ""psgc_code"": ""015524004"", ""name"": ""Aliaga"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2464"", ""psgc_code"": ""015524005"", ""name"": ""Amacalan"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2465"", ""psgc_code"": ""015524006"", ""name"": ""Anolid"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2466"", ""psgc_code"": ""015524007"", ""name"": ""Apaya"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2467"", ""psgc_code"": ""015524008"", ""name"": ""Asin Este"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2468"", ""psgc_code"": ""015524009"", ""name"": ""Asin Weste"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2469"", ""psgc_code"": ""015524010"", ""name"": ""Bacundao Este"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2470"", ""psgc_code"": ""015524011"", ""name"": ""Bacundao Weste"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2471"", ""psgc_code"": ""015524012"", ""name"": ""Bakitiw"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2472"", ""psgc_code"": ""015524013"", ""name"": ""Balite"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2473"", ""psgc_code"": ""015524014"", ""name"": ""Banawang"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2474"", ""psgc_code"": ""015524015"", ""name"": ""Barang"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2475"", ""psgc_code"": ""015524016"", ""name"": ""Bawer"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2476"", ""psgc_code"": ""015524017"", ""name"": ""Binalay"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2477"", ""psgc_code"": ""015524018"", ""name"": ""Bobon"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2478"", ""psgc_code"": ""015524019"", ""name"": ""Bolaoit"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2479"", ""psgc_code"": ""015524020"", ""name"": ""Bongar"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2480"", ""psgc_code"": ""015524021"", ""name"": ""Butao"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2481"", ""psgc_code"": ""015524022"", ""name"": ""Cabatling"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2482"", ""psgc_code"": ""015524023"", ""name"": ""Cabueldatan"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2483"", ""psgc_code"": ""015524026"", ""name"": ""Calbueg"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2484"", ""psgc_code"": ""015524027"", ""name"": ""Canan Norte"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2485"", ""psgc_code"": ""015524028"", ""name"": ""Canan Sur"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2486"", ""psgc_code"": ""015524029"", ""name"": ""Cawayan Bogtong"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
barangays,"{""id"": ""2487"", ""psgc_code"": ""015524031"", ""name"": ""Don Pedro"", ""city_id"": ""101"", ""created_at"": ""2026-05-07 21:07:25"", ""updated_at"": ""2026-05-07 21:07:25""}"
