billing_id,lease_id,billing_date,next_billing,to_pay,amount,status,created_at,updated_at,deleted_at,billing_type,due_date,previous_balance,tenant_id
381,86,2023-03-01,2023-04-01,16867.96,16867.96,Paid,2026-05-07 21:28:12,2026-05-07 21:28:12,,monthly,2023-03-06,0.00,23
382,86,2023-04-01,2023-05-01,15179.85,15179.85,Paid,2026-05-07 21:28:12,2026-05-07 21:28:12,,monthly,2023-04-06,0.00,23
383,86,2023-04-01,2023-04-01,-12806.15,-12806.15,Paid,2026-05-07 21:28:12,2026-05-07 21:28:12,,move_out,2023-04-16,0.00,23
384,44,2023-03-01,2023-04-01,13916.18,13916.18,Paid,2026-05-07 21:28:12,2026-05-07 21:28:12,,monthly,2023-03-06,0.00,16
385,44,2023-04-01,2023-05-01,13315.70,13315.70,Paid,2026-05-07 21:28:12,2026-05-07 21:28:12,,monthly,2023-04-06,0.00,16
386,44,2023-05-01,2023-06-01,12121.23,12121.23,Paid,2026-05-07 21:28:12,2026-05-07 21:28:12,,monthly,2023-05-06,0.00,16
387,44,2023-05-01,2023-05-01,-10144.77,-10144.77,Paid,2026-05-07 21:28:12,2026-05-07 21:28:12,,move_out,2023-05-16,0.00,16
388,226,2023-03-01,2023-04-01,10766.52,10766.52,Paid,2026-05-07 21:28:12,2026-05-07 21:28:12,,monthly,2023-03-06,0.00,22
389,226,2023-03-01,2023-03-01,-8357.48,-8357.48,Paid,2026-05-07 21:28:12,2026-05-07 21:28:12,,move_out,2023-03-16,0.00,22
390,185,2023-04-01,2023-05-01,8288.49,8288.49,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-04-06,0.00,24
391,185,2023-04-01,2023-04-01,-5647.51,-5647.51,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,move_out,2023-04-16,0.00,24
392,17,2023-03-01,2023-04-01,22084.00,22084.00,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,move_in,2023-03-01,0.00,10
393,17,2023-04-01,2023-05-01,13147.97,13147.97,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-04-06,0.00,10
394,17,2023-05-01,2023-06-01,12846.37,12846.37,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-05-06,0.00,10
395,17,2023-06-01,2023-07-01,13673.15,13673.15,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-06-06,0.00,10
396,17,2023-07-01,2023-08-01,13210.40,13210.40,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-07-06,0.00,10
397,17,2023-08-01,2023-09-01,12521.42,12521.42,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-08-06,0.00,10
398,17,2023-09-01,2023-10-01,13587.97,13587.97,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-09-06,0.00,10
399,17,2023-10-01,2023-11-01,13142.92,13142.92,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-10-06,0.00,10
400,17,2023-11-01,2023-12-01,12690.99,12690.99,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-11-06,0.00,10
401,17,2023-12-01,2024-01-01,13552.16,13552.16,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-12-06,0.00,10
402,17,2024-01-01,2024-02-01,13020.67,13020.67,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2024-01-06,0.00,10
403,17,2024-02-01,2024-03-01,12856.23,12856.23,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2024-02-06,0.00,10
404,17,2024-03-01,2024-04-01,12332.72,12332.72,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2024-03-06,0.00,10
405,17,2024-03-01,2024-03-01,-9751.28,-9751.28,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,move_out,2024-03-16,0.00,10
406,193,2023-03-01,2023-04-01,20350.00,20350.00,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,move_in,2023-03-01,0.00,11
407,193,2023-04-01,2023-05-01,12525.13,12525.13,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-04-06,0.00,11
408,193,2023-05-01,2023-06-01,12652.62,12652.62,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-05-06,0.00,11
409,193,2023-06-01,2023-07-01,12916.51,12916.51,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-06-06,0.00,11
410,193,2023-07-01,2023-08-01,12015.75,12015.75,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-07-06,0.00,11
411,193,2023-08-01,2023-09-01,12091.40,12091.40,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-08-06,0.00,11
412,193,2023-09-01,2023-10-01,11057.45,11057.45,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-09-06,0.00,11
413,193,2023-09-01,2023-09-01,-9292.55,-9292.55,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,move_out,2023-09-16,0.00,11
414,202,2023-03-01,2023-04-01,14710.00,14710.00,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,move_in,2023-03-01,0.00,31
415,202,2023-04-01,2023-05-01,8751.76,8751.76,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-04-06,0.00,31
416,202,2023-05-01,2023-06-01,7900.04,7900.04,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-05-06,0.00,31
417,202,2023-06-01,2023-07-01,8104.62,8104.62,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-06-06,0.00,31
418,202,2023-07-01,2023-08-01,8151.09,8151.09,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-07-06,0.00,31
419,202,2023-08-01,2023-09-01,8058.25,8058.25,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-08-06,0.00,31
420,202,2023-09-01,2023-10-01,8680.40,8680.40,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-09-06,0.00,31
421,202,2023-10-01,2023-11-01,8397.09,8397.09,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-10-06,0.00,31
422,202,2023-11-01,2023-12-01,8571.63,8571.63,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-11-06,0.00,31
423,202,2023-12-01,2024-01-01,7964.44,7964.44,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-12-06,0.00,31
424,202,2024-01-01,2024-02-01,8505.07,8505.07,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2024-01-06,0.00,31
425,202,2024-02-01,2024-03-01,8248.77,8248.77,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2024-02-06,0.00,31
426,202,2024-03-01,2024-04-01,7974.42,7974.42,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2024-03-06,0.00,31
427,202,2024-03-01,2024-03-01,-6735.58,-6735.58,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,move_out,2024-03-16,0.00,31
428,119,2023-04-01,2023-05-01,10414.12,10414.12,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-04-06,0.00,36
429,119,2023-05-01,2023-06-01,10150.19,10150.19,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-05-06,0.00,36
430,119,2023-06-01,2023-07-01,8792.91,8792.91,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-06-06,0.00,36
431,119,2023-06-01,2023-06-01,-5881.09,-5881.09,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,move_out,2023-06-16,0.00,36
432,285,2023-04-01,2023-05-01,8202.83,8202.83,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-04-06,0.00,2
433,285,2023-04-01,2023-04-01,-6143.17,-6143.17,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,move_out,2023-04-16,0.00,2
434,227,2023-04-01,2023-05-01,11138.69,11138.69,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-04-06,0.00,22
435,227,2023-05-01,2023-06-01,11300.50,11300.50,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-05-06,0.00,22
436,227,2023-06-01,2023-07-01,11137.83,11137.83,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,monthly,2023-06-06,0.00,22
437,227,2023-06-01,2023-06-01,-7986.17,-7986.17,Paid,2026-05-07 21:28:13,2026-05-07 21:28:13,,move_out,2023-06-16,0.00,22
438,87,2023-05-01,2023-06-01,15855.30,15855.30,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-05-06,0.00,23
439,87,2023-06-01,2023-07-01,16122.07,16122.07,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-06-06,0.00,23
440,87,2023-07-01,2023-08-01,14667.65,14667.65,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-07-06,0.00,23
441,87,2023-08-01,2023-09-01,14877.00,14877.00,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-08-06,0.00,23
442,87,2023-09-01,2023-10-01,14592.32,14592.32,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-09-06,0.00,23
443,87,2023-10-01,2023-11-01,14816.91,14816.91,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-10-06,0.00,23
444,87,2023-11-01,2023-12-01,14905.43,14905.43,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-11-06,0.00,23
445,87,2023-12-01,2024-01-01,14919.06,14919.06,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-12-06,0.00,23
446,87,2024-01-01,2024-02-01,14570.46,14570.46,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2024-01-06,0.00,23
447,87,2024-02-01,2024-03-01,14483.36,14483.36,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2024-02-06,0.00,23
448,87,2024-03-01,2024-04-01,14633.47,14633.47,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2024-03-06,0.00,23
449,87,2024-04-01,2024-05-01,14377.05,14377.05,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2024-04-06,0.00,23
450,87,2024-04-01,2024-04-01,-13108.95,-13108.95,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,move_out,2024-04-16,0.00,23
451,286,2023-05-01,2023-06-01,7947.80,7947.80,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-05-06,0.00,2
452,286,2023-06-01,2023-07-01,7740.77,7740.77,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-06-06,0.00,2
453,286,2023-07-01,2023-08-01,8324.98,8324.98,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-07-06,0.00,2
454,286,2023-08-01,2023-09-01,7646.59,7646.59,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-08-06,0.00,2
455,286,2023-09-01,2023-10-01,7705.47,7705.47,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-09-06,0.00,2
456,286,2023-10-01,2023-11-01,7406.64,7406.64,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-10-06,0.00,2
457,286,2023-10-01,2023-10-01,-6439.36,-6439.36,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,move_out,2023-10-16,0.00,2
458,186,2023-05-01,2023-06-01,8400.83,8400.83,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-05-06,0.00,24
459,186,2023-06-01,2023-07-01,8800.39,8800.39,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-06-06,0.00,24
460,186,2023-07-01,2023-08-01,9066.34,9066.34,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-07-06,0.00,24
461,186,2023-08-01,2023-09-01,9297.40,9297.40,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-08-06,0.00,24
462,186,2023-09-01,2023-10-01,8933.02,8933.02,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-09-06,0.00,24
463,186,2023-10-01,2023-11-01,9474.96,9474.96,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-10-06,0.00,24
464,186,2023-11-01,2023-12-01,8905.84,8905.84,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-11-06,0.00,24
465,186,2023-12-01,2024-01-01,8503.58,8503.58,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-12-06,0.00,24
466,186,2024-01-01,2024-02-01,8445.81,8445.81,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2024-01-06,0.00,24
467,186,2024-02-01,2024-03-01,8420.82,8420.82,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2024-02-06,0.00,24
468,186,2024-03-01,2024-04-01,8395.58,8395.58,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2024-03-06,0.00,24
469,186,2024-04-01,2024-05-01,7587.91,7587.91,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2024-04-06,0.00,24
470,186,2024-04-01,2024-04-01,-5848.09,-5848.09,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,move_out,2024-04-16,0.00,24
471,248,2023-06-01,2023-07-01,13813.20,13813.20,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-06-06,0.00,41
472,248,2023-06-01,2023-06-01,-11530.80,-11530.80,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,move_out,2023-06-16,0.00,41
473,45,2023-06-01,2023-07-01,12183.04,12183.04,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,monthly,2023-06-06,0.00,16
474,45,2023-06-01,2023-06-01,-10082.96,-10082.96,Paid,2026-05-07 21:28:14,2026-05-07 21:28:14,,move_out,2023-06-16,0.00,16
475,74,2023-06-01,2023-07-01,13716.57,13716.57,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-06-06,0.00,35
476,74,2023-06-01,2023-06-01,-11375.43,-11375.43,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,move_out,2023-06-16,0.00,35
477,97,2023-05-01,2023-06-01,12656.00,12656.00,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,move_in,2023-05-01,0.00,15
478,97,2023-06-01,2023-07-01,8047.50,8047.50,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-06-06,0.00,15
479,97,2023-07-01,2023-08-01,8820.87,8820.87,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-07-06,0.00,15
480,97,2023-08-01,2023-09-01,8161.62,8161.62,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-08-06,0.00,15
481,97,2023-09-01,2023-10-01,7801.74,7801.74,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-09-06,0.00,15
482,97,2023-10-01,2023-11-01,8393.52,8393.52,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-10-06,0.00,15
483,97,2023-11-01,2023-12-01,6944.97,6944.97,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-11-06,0.00,15
484,97,2023-11-01,2023-11-01,-5711.03,-5711.03,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,move_out,2023-11-16,0.00,15
485,143,2023-06-01,2023-07-01,8604.62,8604.62,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-06-06,0.00,20
486,143,2023-06-01,2023-06-01,-6605.38,-6605.38,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,move_out,2023-06-16,0.00,20
487,153,2023-06-01,2023-07-01,12864.93,12864.93,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-06-06,0.00,9
488,153,2023-07-01,2023-08-01,12541.11,12541.11,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-07-06,0.00,9
489,153,2023-08-01,2023-09-01,12057.57,12057.57,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-08-06,0.00,9
490,153,2023-09-01,2023-10-01,13471.59,13471.59,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-09-06,0.00,9
491,153,2023-10-01,2023-11-01,12700.27,12700.27,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-10-06,0.00,9
492,153,2023-11-01,2023-12-01,11444.48,11444.48,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-11-06,0.00,9
493,153,2023-11-01,2023-11-01,-9851.52,-9851.52,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,move_out,2023-11-16,0.00,9
494,120,2023-07-01,2023-08-01,9745.78,9745.78,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-07-06,0.00,36
495,120,2023-08-01,2023-09-01,9389.36,9389.36,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-08-06,0.00,36
496,120,2023-09-01,2023-10-01,9742.73,9742.73,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-09-06,0.00,36
497,120,2023-10-01,2023-11-01,8996.50,8996.50,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-10-06,0.00,36
498,120,2023-11-01,2023-12-01,8911.23,8911.23,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-11-06,0.00,36
499,120,2023-12-01,2024-01-01,8136.45,8136.45,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-12-06,0.00,36
500,120,2023-12-01,2023-12-01,-6037.55,-6037.55,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,move_out,2023-12-16,0.00,36
501,272,2023-07-01,2023-08-01,15475.69,15475.69,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-07-06,0.00,38
502,272,2023-08-01,2023-09-01,15407.22,15407.22,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-08-06,0.00,38
503,272,2023-09-01,2023-10-01,14501.66,14501.66,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-09-06,0.00,38
504,272,2023-09-01,2023-09-01,-11656.34,-11656.34,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,move_out,2023-09-16,0.00,38
505,46,2023-07-01,2023-08-01,13812.48,13812.48,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-07-06,0.00,16
506,46,2023-08-01,2023-09-01,13875.22,13875.22,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-08-06,0.00,16
507,46,2023-09-01,2023-10-01,12769.46,12769.46,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,monthly,2023-09-06,0.00,16
508,46,2023-09-01,2023-09-01,-9496.54,-9496.54,Paid,2026-05-07 21:28:15,2026-05-07 21:28:15,,move_out,2023-09-16,0.00,16
509,75,2023-07-01,2023-08-01,13288.45,13288.45,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-07-06,0.00,35
510,75,2023-07-01,2023-07-01,-11803.55,-11803.55,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,move_out,2023-07-16,0.00,35
511,228,2023-07-01,2023-08-01,11138.33,11138.33,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-07-06,0.00,22
512,228,2023-08-01,2023-09-01,11582.31,11582.31,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-08-06,0.00,22
513,228,2023-09-01,2023-10-01,10671.96,10671.96,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-09-06,0.00,22
514,228,2023-10-01,2023-11-01,11604.84,11604.84,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-10-06,0.00,22
515,228,2023-11-01,2023-12-01,10613.70,10613.70,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-11-06,0.00,22
516,228,2023-12-01,2024-01-01,11578.24,11578.24,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-12-06,0.00,22
517,228,2024-01-01,2024-02-01,11191.30,11191.30,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2024-01-06,0.00,22
518,228,2024-02-01,2024-03-01,11731.46,11731.46,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2024-02-06,0.00,22
519,228,2024-03-01,2024-04-01,11817.04,11817.04,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2024-03-06,0.00,22
520,228,2024-04-01,2024-05-01,11314.66,11314.66,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2024-04-06,0.00,22
521,228,2024-05-01,2024-06-01,11775.91,11775.91,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2024-05-06,0.00,22
522,228,2024-06-01,2024-07-01,10498.35,10498.35,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2024-06-06,0.00,22
523,228,2024-06-01,2024-06-01,-8125.65,-8125.65,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,move_out,2024-06-16,0.00,22
524,249,2023-07-01,2023-08-01,14856.61,14856.61,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-07-06,0.00,41
525,249,2023-08-01,2023-09-01,14478.48,14478.48,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-08-06,0.00,41
526,249,2023-09-01,2023-10-01,15165.42,15165.42,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-09-06,0.00,41
527,249,2023-10-01,2023-11-01,14494.88,14494.88,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-10-06,0.00,41
528,249,2023-11-01,2023-12-01,14283.84,14283.84,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-11-06,0.00,41
529,249,2023-12-01,2024-01-01,13843.73,13843.73,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-12-06,0.00,41
530,249,2023-12-01,2023-12-01,-11000.27,-11000.27,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,move_out,2023-12-16,0.00,41
531,144,2023-07-01,2023-08-01,8151.09,8151.09,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-07-06,0.00,20
532,144,2023-08-01,2023-09-01,8058.25,8058.25,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-08-06,0.00,20
533,144,2023-09-01,2023-10-01,8680.40,8680.40,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-09-06,0.00,20
534,144,2023-10-01,2023-11-01,8397.09,8397.09,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-10-06,0.00,20
535,144,2023-11-01,2023-12-01,8571.63,8571.63,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-11-06,0.00,20
536,144,2023-12-01,2024-01-01,7964.44,7964.44,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-12-06,0.00,20
537,144,2023-12-01,2023-12-01,-6745.56,-6745.56,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,move_out,2023-12-16,0.00,20
538,132,2023-08-01,2023-09-01,7899.21,7899.21,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-08-06,0.00,19
539,132,2023-09-01,2023-10-01,8275.41,8275.41,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-09-06,0.00,19
540,132,2023-10-01,2023-11-01,7560.52,7560.52,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-10-06,0.00,19
541,132,2023-11-01,2023-12-01,7248.56,7248.56,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-11-06,0.00,19
542,132,2023-12-01,2024-01-01,8186.04,8186.04,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2023-12-06,0.00,19
543,132,2024-01-01,2024-02-01,7431.92,7431.92,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2024-01-06,0.00,19
544,132,2024-02-01,2024-03-01,7820.33,7820.33,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2024-02-06,0.00,19
545,132,2024-03-01,2024-04-01,7284.81,7284.81,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2024-03-06,0.00,19
546,132,2024-04-01,2024-05-01,7304.78,7304.78,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2024-04-06,0.00,19
547,132,2024-05-01,2024-06-01,7976.08,7976.08,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2024-05-06,0.00,19
548,132,2024-06-01,2024-07-01,7658.60,7658.60,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2024-06-06,0.00,19
549,132,2024-07-01,2024-08-01,7004.05,7004.05,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,monthly,2024-07-06,0.00,19
550,132,2024-07-01,2024-07-01,-4385.95,-4385.95,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,move_out,2024-07-16,0.00,19
551,53,2023-07-01,2023-08-01,18672.00,18672.00,Paid,2026-05-07 21:28:16,2026-05-07 21:28:16,,move_in,2023-07-01,0.00,18
552,53,2023-08-01,2023-09-01,10783.87,10783.87,Paid,2026-05-07 21:28:17,2026-05-07 21:28:17,,monthly,2023-08-06,0.00,18
553,53,2023-09-01,2023-10-01,10630.70,10630.70,Paid,2026-05-07 21:28:17,2026-05-07 21:28:17,,monthly,2023-09-06,0.00,18
554,53,2023-10-01,2023-11-01,10649.08,10649.08,Paid,2026-05-07 21:28:17,2026-05-07 21:28:17,,monthly,2023-10-06,0.00,18
555,53,2023-10-01,2023-10-01,-8522.92,-8522.92,Paid,2026-05-07 21:28:17,2026-05-07 21:28:17,,move_out,2023-10-16,0.00,18
556,76,2023-08-01,2023-09-01,13307.40,13307.40,Paid,2026-05-07 21:28:17,2026-05-07 21:28:17,,monthly,2023-08-06,0.00,35
557,76,2023-09-01,2023-10-01,13672.94,13672.94,Paid,2026-05-07 21:28:17,2026-05-07 21:28:17,,monthly,2023-09-06,0.00,35
558,76,2023-10-01,2023-11-01,13281.67,13281.67,Paid,2026-05-07 21:28:17,2026-05-07 21:28:17,,monthly,2023-10-06,0.00,35
559,76,2023-11-01,2023-12-01,13302.54,13302.54,Paid,2026-05-07 21:28:17,2026-05-07 21:28:17,,monthly,2023-11-06,0.00,35
560,76,2023-12-01,2024-01-01,13225.59,13225.59,Paid,2026-05-07 21:28:17,2026-05-07 21:28:17,,monthly,2023-12-06,0.00,35
561,76,2024-01-01,2024-02-01,12872.73,12872.73,Paid,2026-05-07 21:28:17,2026-05-07 21:28:17,,monthly,2024-01-06,0.00,35
562,76,2024-01-01,2024-01-01,-11719.27,-11719.27,Paid,2026-05-07 21:28:17,2026-05-07 21:28:17,,move_out,2024-01-16,0.00,35
